framework,config,transport,dataset,partition,alpha,n_clients,rounds,test_acc_final,payload_bytes_per_round,wall_time_per_round_s
fedavg-inprocess,iid,in-process (aggregation-identical to Flower FedAvg),cifar10,iid,,10,100,0.66,7580960,38.8832
