round,accuracy,samples
1,0.5638865487222691,3561
2,0.5638865487222691,3561
3,0.5638865487222691,3561
4,0.5638865487222691,3561
5,0.5638865487222691,3561
6,0.5638865487222691,3561
7,0.5638865487222691,3561
8,0.5638865487222691,3561
9,0.5638865487222691,3561
10,0.5638865487222691,3561
