architecture,scenario,round,n_clients,clients_participated,duration_sec,success,test_acc,test_loss,bytes_to_aggregator,bytes_p2p_direct,bytes_relay,timestamp
B,net_churn10,1,10,9,0.18750167125836015,True,0.056818181818181816,3.0944483453577214,337113,337113,0,1783417845.2554767
B,net_churn10,2,10,9,0.18792790360748768,True,0.05227272727272727,3.0887845602902497,337113,337113,0,1783417845.4435928
B,net_churn10,3,10,9,0.19030107138678432,True,0.05,3.078627599369396,337113,337113,0,1783417845.6340928
B,net_churn10,4,10,9,0.19037673203274608,True,0.06818181818181818,3.064825404774059,337113,337113,0,1783417845.8246644
B,net_churn10,5,10,9,0.1867097350768745,True,0.08863636363636364,3.048804916035045,337113,337113,0,1783417846.011581
B,net_churn10,6,10,9,0.18936632527038455,True,0.14772727272727273,3.0308067581870337,337113,337113,0,1783417846.20115
B,net_churn10,7,10,9,0.18615903286263347,True,0.17045454545454544,3.013403472033414,337113,337113,0,1783417846.3875008
B,net_churn10,8,10,9,0.19152667187154293,True,0.19090909090909092,2.993215556578203,337113,337113,0,1783417846.5792398
B,net_churn10,9,10,9,0.18829861376434565,True,0.20454545454545456,2.9738693237304688,337113,337113,0,1783417846.7677455
B,net_churn10,10,10,9,0.19204843137413263,True,0.21818181818181817,2.952083119479093,337113,337113,0,1783417846.959984
B,net_churn10,11,10,9,0.18746241321787238,True,0.22272727272727272,2.932372236251831,337113,337113,0,1783417847.147629
B,net_churn10,12,10,9,0.18578842096030712,True,0.23636363636363636,2.91026611328125,337113,337113,0,1783417847.333613
B,net_churn10,13,10,9,0.1858895132318139,True,0.24772727272727274,2.8876525488766758,337113,337113,0,1783417847.5196946
B,net_churn10,14,10,9,0.18606054410338402,True,0.25681818181818183,2.8676615845073354,337113,337113,0,1783417847.7059486
B,net_churn10,15,10,9,0.18909382121637464,True,0.26590909090909093,2.842036346955733,337113,337113,0,1783417847.8952258
B,net_churn10,16,10,9,0.1904551424086094,True,0.2727272727272727,2.8186249776320023,337113,337113,0,1783417848.0858614
B,net_churn10,17,10,9,0.1829533283598721,True,0.29545454545454547,2.7990031545812433,337113,337113,0,1783417848.2689958
B,net_churn10,18,10,9,0.18885967694222927,True,0.29318181818181815,2.7732895200902767,337113,337113,0,1783417848.4580371
B,net_churn10,19,10,9,0.1920134099200368,True,0.30227272727272725,2.7477915980599144,337113,337113,0,1783417848.6502326
B,net_churn10,20,10,9,0.18891098676249385,True,0.31363636363636366,2.720590587095781,337113,337113,0,1783417848.8393252
B,net_churn10,21,10,9,0.1919736941345036,True,0.32272727272727275,2.6958787267858333,337113,337113,0,1783417849.031486
B,net_churn10,22,10,9,0.19045657897368073,True,0.325,2.671975036100908,337113,337113,0,1783417849.2221222
B,net_churn10,23,10,9,0.18890186678618193,True,0.33181818181818185,2.6451518275521018,337113,337113,0,1783417849.4112039
B,net_churn10,24,10,9,0.18750174576416612,True,0.32954545454545453,2.620931200547652,337113,337113,0,1783417849.5988874
B,net_churn10,25,10,9,0.19178444193676114,True,0.3340909090909091,2.5916735995899547,337113,337113,0,1783417849.790852
B,net_churn10,26,10,9,0.1887395391240716,True,0.3477272727272727,2.5645609292117033,337113,337113,0,1783417849.979773
B,net_churn10,27,10,9,0.2712620347738266,True,0.36363636363636365,2.5341317827051335,337113,337113,0,1783417850.2512236
B,net_churn10,28,10,9,0.19252936588600278,True,0.3659090909090909,2.5061330101706765,337113,337113,0,1783417850.4439683
B,net_churn10,29,10,9,0.18271963810548186,True,0.38636363636363635,2.4749020186337556,337113,337113,0,1783417850.6268702
B,net_churn10,30,10,9,0.1906439419835806,True,0.38636363636363635,2.448287465355613,337113,337113,0,1783417850.8176982
B,net_churn10,31,10,9,0.18329525971785188,True,0.37727272727272726,2.415346704829823,337113,337113,0,1783417851.001184
