architecture,scenario,round,n_clients,clients_participated,duration_sec,success,test_acc,test_loss,bytes_to_aggregator,bytes_p2p_direct,bytes_relay,timestamp
B,net_churn00,1,10,10,0.21778585761785507,True,0.06136363636363636,3.095034785704179,374570,374570,0,1783417823.9318678
B,net_churn00,2,10,10,0.21012987475842237,True,0.056818181818181816,3.0892815459858287,374570,374570,0,1783417824.142189
B,net_churn00,3,10,10,0.20814432110637426,True,0.05227272727272727,3.0799365867267956,374570,374570,0,1783417824.3505244
B,net_churn00,4,10,10,0.20801821071654558,True,0.05227272727272727,3.06717510656877,374570,374570,0,1783417824.5587418
B,net_churn00,5,10,10,0.20816125581040978,True,0.07045454545454545,3.0520426099950617,374570,374570,0,1783417824.7670922
B,net_churn00,6,10,10,0.2081466717645526,True,0.09545454545454546,3.034940797632391,374570,374570,0,1783417824.9754305
B,net_churn00,7,10,10,0.20852570002898574,True,0.15681818181818183,3.0160115588795056,374570,374570,0,1783417825.184146
B,net_churn00,8,10,10,0.21441062493249774,True,0.18636363636363637,2.997258840907704,374570,374570,0,1783417825.3987854
B,net_churn00,9,10,10,0.2082325010560453,True,0.20454545454545456,2.978434029492465,374570,374570,0,1783417825.60722
B,net_churn00,10,10,10,0.20787579799070954,True,0.2159090909090909,2.959910847923972,374570,374570,0,1783417825.81528
B,net_churn00,11,10,10,0.20699090138077736,True,0.225,2.9393299362876197,374570,374570,0,1783417826.022462
B,net_churn00,12,10,10,0.20747222285717726,True,0.2431818181818182,2.9189426465467974,374570,374570,0,1783417826.2301207
B,net_churn00,13,10,10,0.20795158995315433,True,0.25,2.898985750024969,374570,374570,0,1783417826.4382567
B,net_churn00,14,10,10,0.20706165069714189,True,0.26136363636363635,2.8767462557012387,374570,374570,0,1783417826.645503
B,net_churn00,15,10,10,0.32296542590484023,True,0.27045454545454545,2.855265066840432,374570,374570,0,1783417826.9686565
B,net_churn00,16,10,10,0.2074652099981904,True,0.27954545454545454,2.8313918157057327,374570,374570,0,1783417827.1763132
B,net_churn00,17,10,10,0.20755122881382704,True,0.2818181818181818,2.8076396942138673,374570,374570,0,1783417827.3840573
B,net_churn00,18,10,10,0.2073469148017466,True,0.2863636363636364,2.7836757529865612,374570,374570,0,1783417827.591594
B,net_churn00,19,10,10,0.2102578696794808,True,0.30227272727272725,2.7578351454301315,374570,374570,0,1783417827.8020964
B,net_churn00,20,10,10,0.20891021424904466,True,0.3068181818181818,2.7331427920948377,374570,374570,0,1783417828.0112193
B,net_churn00,21,10,10,0.20778212416917086,True,0.31363636363636366,2.7082011569630016,374570,374570,0,1783417828.2191966
B,net_churn00,22,10,10,0.20757594797760248,True,0.32045454545454544,2.681631513075395,374570,374570,0,1783417828.4269605
B,net_churn00,23,10,10,0.2077276431955397,True,0.3181818181818182,2.657420856302435,374570,374570,0,1783417828.634877
B,net_churn00,24,10,10,0.20759758725762367,True,0.32727272727272727,2.632239510796287,374570,374570,0,1783417828.8426592
B,net_churn00,25,10,10,0.20980701316148043,True,0.3340909090909091,2.606938886642456,374570,374570,0,1783417829.0526636
B,net_churn00,26,10,10,0.20786724286153913,True,0.3386363636363636,2.5815360286019065,374570,374570,0,1783417829.2607334
B,net_churn00,27,10,10,0.2074347180314362,True,0.3431818181818182,2.5572495807300912,374570,374570,0,1783417829.4683568
B,net_churn00,28,10,10,0.20768802519887686,True,0.35454545454545455,2.529230733351274,374570,374570,0,1783417829.6762297
B,net_churn00,29,10,10,0.20756478887051344,True,0.36363636363636365,2.5005922230807216,374570,374570,0,1783417829.8839815
B,net_churn00,30,10,10,0.20746439788490534,True,0.36818181818181817,2.472862165624445,374570,374570,0,1783417830.0916378
B,net_churn00,31,10,10,0.20730682788416743,True,0.3795454545454545,2.4461616862903943,374570,374570,0,1783417830.2991354
B,net_churn00,32,10,10,0.2072211909107864,True,0.3795454545454545,2.4178483789617364,374570,374570,0,1783417830.5065398
B,net_churn00,33,10,10,0.2124106828123331,True,0.3795454545454545,2.387783822146329,374570,374570,0,1783417830.7191498
B,net_churn00,34,10,10,0.20824036095291376,True,0.38636363636363635,2.3584057287736373,374570,374570,0,1783417830.9276106
B,net_churn00,35,10,10,0.2080925810150802,True,0.39545454545454545,2.3281707460230048,374570,374570,0,1783417831.1359084
B,net_churn00,36,10,10,0.20761160273104906,True,0.39545454545454545,2.29960317178206,374570,374570,0,1783417831.3437192
B,net_churn00,37,10,10,0.20742342993617058,True,0.3977272727272727,2.270927143096924,374570,374570,0,1783417831.5513365
B,net_churn00,38,10,10,0.20778146106749773,True,0.4068181818181818,2.240362869609486,374570,374570,0,1783417831.7593188
B,net_churn00,39,10,10,0.20744776399806142,True,0.4090909090909091,2.208370165391402,374570,374570,0,1783417831.9669635
B,net_churn00,40,10,10,0.20917240204289556,True,0.42045454545454547,2.177343229814009,374570,374570,0,1783417832.1763442
B,net_churn00,41,10,10,0.20824855007231236,True,0.4340909090909091,2.1489755760539664,374570,374570,0,1783417832.3847895
B,net_churn00,42,10,10,0.20740734692662954,True,0.4340909090909091,2.1199691555716775,374570,374570,0,1783417832.5923944
B,net_churn00,43,10,10,0.2085906444117427,True,0.43863636363636366,2.0893774596127597,374570,374570,0,1783417832.8011804
B,net_churn00,44,10,10,0.20881121093407273,True,0.43863636363636366,2.059761164405129,374570,374570,0,1783417833.0101922
B,net_churn00,45,10,10,0.2072447156533599,True,0.44545454545454544,2.031617294658314,374570,374570,0,1783417833.217627
B,net_churn00,46,10,10,0.2069793613627553,True,0.45,2.0026864788749,374570,374570,0,1783417833.4247963
B,net_churn00,47,10,10,0.20686664385721087,True,0.45454545454545453,1.9764438542452725,374570,374570,0,1783417833.6318521
B,net_churn00,48,10,10,0.33251187903806567,True,0.4636363636363636,1.94928401816975,374570,374570,0,1783417833.9645479
B,net_churn00,49,10,10,0.21377936098724604,True,0.4681818181818182,1.9224482666362415,374570,374570,0,1783417834.178552
B,net_churn00,50,10,10,0.2079299259930849,True,0.48409090909090907,1.8946240056644787,374570,374570,0,1783417834.3866954
B,net_churn00,51,10,10,0.20849026134237647,True,0.4818181818181818,1.866168702732433,374570,374570,0,1783417834.5953774
B,net_churn00,52,10,10,0.20750346593558788,True,0.4863636363636364,1.840940529649908,374570,374570,0,1783417834.8030667
B,net_churn00,53,10,10,0.20708678383380175,True,0.49772727272727274,1.815677989612926,374570,374570,0,1783417835.0103388
B,net_churn00,54,10,10,0.20723529439419508,True,0.5045454545454545,1.7913210652091287,374570,374570,0,1783417835.2177584
B,net_churn00,55,10,10,0.20752138691022992,True,0.5022727272727273,1.7679740927436136,374570,374570,0,1783417835.4254663
B,net_churn00,56,10,10,0.20713112177327275,True,0.5045454545454545,1.74499662139199,374570,374570,0,1783417835.632782
B,net_churn00,57,10,10,0.20722563425078988,True,0.5113636363636364,1.7221067341891203,374570,374570,0,1783417835.840192
B,net_churn00,58,10,10,0.20751147996634245,True,0.5113636363636364,1.7010451338507913,374570,374570,0,1783417836.047886
B,net_churn00,59,10,10,0.21237160405144095,True,0.509090909090909,1.6793854344974866,374570,374570,0,1783417836.2604458
B,net_churn00,60,10,10,0.2094637043774128,True,0.5181818181818182,1.6572946548461913,374570,374570,0,1783417836.4701133
B,net_churn00,61,10,10,0.20865319203585386,True,0.5227272727272727,1.6343749176372182,374570,374570,0,1783417836.6789534
B,net_churn00,62,10,10,0.2081930646672845,True,0.5409090909090909,1.616215881434354,374570,374570,0,1783417836.8873324
B,net_churn00,63,10,10,0.20739881228655577,True,0.5477272727272727,1.594020169431513,374570,374570,0,1783417837.094916
B,net_churn00,64,10,10,0.20737379882484674,True,0.5568181818181818,1.575002926046198,374570,374570,0,1783417837.302478
B,net_churn00,65,10,10,0.20720410393550992,True,0.5659090909090909,1.5548631234602495,374570,374570,0,1783417837.5098648
B,net_churn00,66,10,10,0.20731245260685682,True,0.5590909090909091,1.533566416393627,374570,374570,0,1783417837.7173612
B,net_churn00,67,10,10,0.20745380129665136,True,0.575,1.516641872579401,374570,374570,0,1783417837.9249992
B,net_churn00,68,10,10,0.2077143918722868,True,0.5863636363636363,1.4956775405190208,374570,374570,0,1783417838.1328971
B,net_churn00,69,10,10,0.20741288410499692,True,0.5863636363636363,1.4791849461468782,374570,374570,0,1783417838.340496
B,net_churn00,70,10,10,0.2071930612437427,True,0.5772727272727273,1.4571155439723622,374570,374570,0,1783417838.5478728
B,net_churn00,71,10,10,0.20725459279492497,True,0.5863636363636363,1.4403714266690342,374570,374570,0,1783417838.7553144
B,net_churn00,72,10,10,0.33277388708665967,True,0.5909090909090909,1.4207674156535754,374570,374570,0,1783417839.0882747
B,net_churn00,73,10,10,0.2077793926000595,True,0.6,1.4031467979604548,374570,374570,0,1783417839.2962382
