config,partition,alpha,dataset,node_id,architecture,scenario,rounds_total,rounds_success,test_acc_final,test_acc_max,duration_mean_sec,pct_direct,pct_relay,bytes_to_aggregator,seed
B_iid,iid,0.5,crop,server,B,iid,100,100,0.975,0.9886363636363636,0.7394087578900064,0.0,0.0,3745700,2017
