architecture,scenario,round,n_clients,clients_participated,duration_sec,success,test_acc,test_loss,bytes_to_aggregator,bytes_p2p_direct,bytes_relay,timestamp
B,net_churn30,1,10,7,0.1587034349795431,True,0.09772727272727273,3.0824274583296343,262199,262199,0,1780936048.961933
B,net_churn30,2,10,7,0.15950603201054037,True,0.125,3.064285386692394,262199,262199,0,1780936049.1216474
B,net_churn30,3,10,7,0.159739064052701,True,0.1409090909090909,3.036312632127242,262199,262199,0,1780936049.2816002
B,net_churn30,4,10,7,0.26438162801787257,True,0.1409090909090909,3.0000278342853894,262199,262199,0,1780936049.5462017
B,net_churn30,5,10,7,0.15982772991992533,True,0.16590909090909092,2.959651873328469,262199,262199,0,1780936049.7062407
B,net_churn30,6,10,7,0.15981381083838642,True,0.18636363636363637,2.918176963112571,262199,262199,0,1780936049.866265
B,net_churn30,7,10,7,0.15952884312719107,True,0.20909090909090908,2.8771778280084783,262199,262199,0,1780936050.0260053
B,net_churn30,8,10,7,0.1599652129225433,True,0.25227272727272726,2.8378365646709094,262199,262199,0,1780936050.1861806
B,net_churn30,9,10,7,0.1600754759274423,True,0.2681818181818182,2.796895655718717,262199,262199,0,1780936050.346462
B,net_churn30,10,10,7,0.16177208488807082,True,0.3090909090909091,2.7533987825567072,262199,262199,0,1780936050.5084498
B,net_churn30,11,10,7,0.1609406869392842,True,0.3181818181818182,2.708339045264504,262199,262199,0,1780936050.6696029
B,net_churn30,12,10,7,0.1618642930407077,True,0.3431818181818182,2.6625287532806396,262199,262199,0,1780936050.8317392
B,net_churn30,13,10,7,0.16050543496385217,True,0.35909090909090907,2.616168603030118,262199,262199,0,1780936050.9924574
B,net_churn30,14,10,7,0.16032808111049235,True,0.3795454545454545,2.570812038941817,262199,262199,0,1780936051.1529977
B,net_churn30,15,10,7,0.159797552973032,True,0.39090909090909093,2.5242716312408446,262199,262199,0,1780936051.3130028
B,net_churn30,16,10,7,0.15980480308644474,True,0.4113636363636364,2.4800810597159644,262199,262199,0,1780936051.4730198
B,net_churn30,17,10,7,0.15970782097429037,True,0.425,2.4322420770471744,262199,262199,0,1780936051.6329367
B,net_churn30,18,10,7,0.15956273907795548,True,0.42727272727272725,2.3865938663482664,262199,262199,0,1780936051.792705
B,net_churn30,19,10,7,0.15967803704552352,True,0.4318181818181818,2.3386624032800847,262199,262199,0,1780936051.9525988
B,net_churn30,20,10,7,0.15969647001475096,True,0.44772727272727275,2.2937314597043126,262199,262199,0,1780936052.112508
B,net_churn30,21,10,7,0.16007538000121713,True,0.4590909090909091,2.2512672424316404,262199,262199,0,1780936052.2727938
B,net_churn30,22,10,7,0.15986091806553304,True,0.4636363636363636,2.2116402235898103,262199,262199,0,1780936052.4328682
B,net_churn30,23,10,7,0.15978242293931544,True,0.4727272727272727,2.169156954505227,262199,262199,0,1780936052.5928595
B,net_churn30,24,10,7,0.15947660012170672,True,0.49772727272727274,2.119624155217951,262199,262199,0,1780936052.752543
B,net_churn30,25,10,7,0.15959862200543284,True,0.5068181818181818,2.0722854310815984,262199,262199,0,1780936052.9123545
B,net_churn30,26,10,7,0.15944275096990168,True,0.5113636363636364,2.0315079255537554,262199,262199,0,1780936053.0720036
B,net_churn30,27,10,7,0.15971116512082517,True,0.5227272727272727,1.987261542406949,262199,262199,0,1780936053.231924
B,net_churn30,28,10,7,0.15977455908432603,True,0.55,1.941030944477428,262199,262199,0,1780936053.3919096
B,net_churn30,29,10,7,0.1599660140927881,True,0.5522727272727272,1.8972148028287021,262199,262199,0,1780936053.552087
B,net_churn30,30,10,7,0.1603314708918333,True,0.5409090909090909,1.8502669204365123,262199,262199,0,1780936053.7126348
B,net_churn30,31,10,7,0.16017804807052016,True,0.5568181818181818,1.8048156586560336,262199,262199,0,1780936053.87304
B,net_churn30,32,10,7,0.1603169939480722,True,0.5590909090909091,1.7643388683145695,262199,262199,0,1780936054.033571
B,net_churn30,33,10,7,0.16111540491692722,True,0.5636363636363636,1.7239336772398515,262199,262199,0,1780936054.1949065
B,net_churn30,34,10,7,0.16087204194627702,True,0.5727272727272728,1.6768354480916803,262199,262199,0,1780936054.3559895
B,net_churn30,35,10,7,0.16295176302082837,True,0.5818181818181818,1.6348543405532836,262199,262199,0,1780936054.5191588
B,net_churn30,36,10,7,0.16078145802021027,True,0.6,1.6001292618838223,262199,262199,0,1780936054.6801584
B,net_churn30,37,10,7,0.16007789294235408,True,0.6227272727272727,1.5566914731805974,262199,262199,0,1780936054.840457
B,net_churn30,38,10,7,0.1598787538241595,True,0.6409090909090909,1.5174609682776712,262199,262199,0,1780936055.0005531
B,net_churn30,39,10,7,0.16012036614120007,True,0.6477272727272727,1.4826118230819703,262199,262199,0,1780936055.1608965
B,net_churn30,40,10,7,0.16033698408864439,True,0.6681818181818182,1.4413331291892313,262199,262199,0,1780936055.3214536
B,net_churn30,41,10,7,0.15988587704487145,True,0.6727272727272727,1.4003488128835504,262199,262199,0,1780936055.4815512
B,net_churn30,42,10,7,0.15962068201042712,True,0.6840909090909091,1.3629740650003606,262199,262199,0,1780936055.641388
B,net_churn30,43,10,7,0.16040877695195377,True,0.7,1.3316491343758323,262199,262199,0,1780936055.8020117
B,net_churn30,44,10,7,0.15957724885083735,True,0.7227272727272728,1.29379572651603,262199,262199,0,1780936055.961804
B,net_churn30,45,10,7,0.15985967591404915,True,0.7159090909090909,1.262148987163197,262199,262199,0,1780936056.1218755
B,net_churn30,46,10,7,0.24531307816505432,True,0.7227272727272728,1.230232420834628,262199,262199,0,1780936056.3674042
B,net_churn30,47,10,7,0.1600706521421671,True,0.740909090909091,1.2006689570166849,262199,262199,0,1780936056.5276928
B,net_churn30,48,10,7,0.1596521339379251,True,0.7613636363636364,1.1718123349276457,262199,262199,0,1780936056.687565
B,net_churn30,49,10,7,0.15986769506707788,True,0.7772727272727272,1.1422793800180608,262199,262199,0,1780936056.8476534
B,net_churn30,50,10,7,0.15993528394028544,True,0.7772727272727272,1.1129047393798828,262199,262199,0,1780936057.007804
B,net_churn30,51,10,7,0.15994719695299864,True,0.7772727272727272,1.0808180332183839,262199,262199,0,1780936057.1679602
B,net_churn30,52,10,7,0.15961630293168128,True,0.7977272727272727,1.054496734792536,262199,262199,0,1780936057.327789
B,net_churn30,53,10,7,0.1598061469849199,True,0.7886363636363637,1.0269034017216077,262199,262199,0,1780936057.4878073
B,net_churn30,54,10,7,0.1596162230707705,True,0.8045454545454546,1.0018812548030507,262199,262199,0,1780936057.647634
B,net_churn30,55,10,7,0.16051586205139756,True,0.8227272727272728,0.9765676758506081,262199,262199,0,1780936057.8083699
B,net_churn30,56,10,7,0.16026932187378407,True,0.8409090909090909,0.9494375987486405,262199,262199,0,1780936057.9688537
B,net_churn30,57,10,7,0.16162336198613048,True,0.8318181818181818,0.9241088216955011,262199,262199,0,1780936058.1306946
B,net_churn30,58,10,7,0.16145561099983752,True,0.8454545454545455,0.9031220977956599,262199,262199,0,1780936058.2923708
B,net_churn30,59,10,7,0.1604474049527198,True,0.85,0.8790184985507619,262199,262199,0,1780936058.4530323
B,net_churn30,60,10,7,0.16004222282208502,True,0.8590909090909091,0.8584327806125988,262199,262199,0,1780936058.6132874
B,net_churn30,61,10,7,0.15997704095207155,True,0.8704545454545455,0.8329287388107993,262199,262199,0,1780936058.7734742
B,net_churn30,62,10,7,0.16008717007935047,True,0.875,0.816506028175354,262199,262199,0,1780936058.9337747
B,net_churn30,63,10,7,0.16024828213267028,True,0.8795454545454545,0.796357477794994,262199,262199,0,1780936059.0942338
B,net_churn30,64,10,7,0.15996210603043437,True,0.8863636363636364,0.7801146648146889,262199,262199,0,1780936059.254406
B,net_churn30,65,10,7,0.16019792295992374,True,0.8863636363636364,0.7571350368586454,262199,262199,0,1780936059.414812
B,net_churn30,66,10,7,0.15973763610236347,True,0.8863636363636364,0.7392109675840898,262199,262199,0,1780936059.5747602
B,net_churn30,67,10,7,0.1600346660707146,True,0.8795454545454545,0.720331195267764,262199,262199,0,1780936059.7350016
B,net_churn30,68,10,7,0.15915114898234606,True,0.8977272727272727,0.7027746124701066,262199,262199,0,1780936059.8943615
B,net_churn30,69,10,7,0.1595731310080737,True,0.8863636363636364,0.6916801896962252,262199,262199,0,1780936060.054142
B,net_churn30,70,10,7,0.15951876295730472,True,0.8931818181818182,0.6751340996135365,262199,262199,0,1780936060.21387
B,net_churn30,71,10,7,0.15992149198427796,True,0.8977272727272727,0.6579698996110396,262199,262199,0,1780936060.3740003
B,net_churn30,72,10,7,0.1596186349634081,True,0.9,0.6423530914566734,262199,262199,0,1780936060.53383
B,net_churn30,73,10,7,0.1598221140448004,True,0.8954545454545455,0.627845625443892,262199,262199,0,1780936060.693862
B,net_churn30,74,10,7,0.15956300403922796,True,0.9022727272727272,0.6156326272270897,262199,262199,0,1780936060.8536332
B,net_churn30,75,10,7,0.1595529851038009,True,0.9068181818181819,0.6029999722133983,262199,262199,0,1780936061.0134034
B,net_churn30,76,10,7,0.1604066400323063,True,0.9,0.5877415982159702,262199,262199,0,1780936061.1740196
B,net_churn30,77,10,7,0.16058287513442338,True,0.9022727272727272,0.5769074104048989,262199,262199,0,1780936061.3348124
B,net_churn30,78,10,7,0.1674076661001891,True,0.8977272727272727,0.563677716255188,262199,262199,0,1780936061.5024338
B,net_churn30,79,10,7,0.16303879697807133,True,0.9045454545454545,0.5522115122188221,262199,262199,0,1780936061.6657248
B,net_churn30,80,10,7,0.16061104903928936,True,0.9113636363636364,0.5369114691560919,262199,262199,0,1780936061.82655
B,net_churn30,81,10,7,0.16123006492853165,True,0.9113636363636364,0.5291995232755488,262199,262199,0,1780936061.987995
B,net_churn30,82,10,7,0.16167746693827212,True,0.9136363636363637,0.5175651691176675,262199,262199,0,1780936062.1498854
B,net_churn30,83,10,7,0.16089764889329672,True,0.925,0.5080177838152106,262199,262199,0,1780936062.310997
B,net_churn30,84,10,7,0.1602310601156205,True,0.9181818181818182,0.4972075234759938,262199,262199,0,1780936062.471436
B,net_churn30,85,10,7,0.16032683989033103,True,0.9295454545454546,0.4854994448748502,262199,262199,0,1780936062.6319692
B,net_churn30,86,10,7,0.16175803309306502,True,0.9227272727272727,0.4758895299651406,262199,262199,0,1780936062.7939343
B,net_churn30,87,10,7,0.16093900403939188,True,0.9204545454545454,0.46929218877445567,262199,262199,0,1780936062.9550834
B,net_churn30,88,10,7,0.16087617399170995,True,0.9204545454545454,0.45979140238328414,262199,262199,0,1780936063.1161668
B,net_churn30,89,10,7,0.24449941283091903,True,0.9227272727272727,0.4514780228788203,262199,262199,0,1780936063.3608823
B,net_churn30,90,10,7,0.1615672439802438,True,0.925,0.4434250062162226,262199,262199,0,1780936063.5226731
B,net_churn30,91,10,7,0.16054664202965796,True,0.9340909090909091,0.43373886780305343,262199,262199,0,1780936063.6834438
B,net_churn30,92,10,7,0.1600226229056716,True,0.9295454545454546,0.4262204170227051,262199,262199,0,1780936063.8436842
B,net_churn30,93,10,7,0.15974397398531437,True,0.9340909090909091,0.4175413836132396,262199,262199,0,1780936064.0036416
B,net_churn30,94,10,7,0.1596606548409909,True,0.9340909090909091,0.41195160096341915,262199,262199,0,1780936064.1635172
B,net_churn30,95,10,7,0.15995643590576947,True,0.9363636363636364,0.40410087379542264,262199,262199,0,1780936064.3236802
B,net_churn30,96,10,7,0.16008243197575212,True,0.9272727272727272,0.3978669589216059,262199,262199,0,1780936064.4839818
B,net_churn30,97,10,7,0.15980756608769298,True,0.925,0.3920059393752705,262199,262199,0,1780936064.6439965
B,net_churn30,98,10,7,0.15978714893572032,True,0.9386363636363636,0.3838565327904441,262199,262199,0,1780936064.803989
B,net_churn30,99,10,7,0.15979889500886202,True,0.9431818181818182,0.3775159266862002,262199,262199,0,1780936064.963999
B,net_churn30,100,10,7,0.1600782060995698,True,0.9363636363636364,0.36966451894153246,262199,262199,0,1780936065.1242864
