architecture,scenario,round,n_clients,clients_participated,duration_sec,success,test_acc,test_loss,bytes_to_aggregator,bytes_p2p_direct,bytes_relay,timestamp
B,iid,1,1,1,45.42053368780762,True,0.3835,1.6359711400985717,386955,386955,0,1783426507.8975499
B,iid,2,1,1,45.153337652329355,True,0.4578,1.469971340751648,386955,386955,0,1783426553.0512123
B,iid,3,1,1,44.99986991472542,True,0.4819,1.4223229064941407,386955,386955,0,1783426598.0514116
B,iid,4,1,1,44.89601775398478,True,0.5347,1.2986366094589232,386955,386955,0,1783426642.9477606
B,iid,5,1,1,44.65651361690834,True,0.5717,1.189147438430786,386955,386955,0,1783426687.6045847
B,iid,6,1,1,44.65729978028685,True,0.5759,1.188764902305603,386955,386955,0,1783426732.262225
B,iid,7,1,1,45.530526959802955,True,0.5964,1.1345765665054321,386955,386955,0,1783426777.793125
B,iid,8,1,1,44.87355439085513,True,0.5844,1.1521155090332031,386955,386955,0,1783426822.6670043
B,iid,9,1,1,44.59432930406183,True,0.6266,1.078686184310913,386955,386955,0,1783426867.2616882
B,iid,10,1,1,44.666488396935165,True,0.6157,1.08574872379303,386955,386955,0,1783426911.9285114
B,iid,11,1,1,44.72012672899291,True,0.6379,1.0386768287658692,386955,386955,0,1783426956.6489918
B,iid,12,1,1,44.708967498037964,True,0.6479,1.0074626269340514,386955,386955,0,1783427001.3582895
B,iid,13,1,1,44.54592672782019,True,0.6483,0.9959270946502685,386955,386955,0,1783427045.9045408
B,iid,14,1,1,44.43342870287597,True,0.6539,0.983898245048523,386955,386955,0,1783427090.3382983
B,iid,15,1,1,44.36681485315785,True,0.6659,0.9614312851905823,386955,386955,0,1783427134.7054443
B,iid,16,1,1,44.315115427132696,True,0.6575,0.9911670192718506,386955,386955,0,1783427179.0209439
B,iid,17,1,1,45.54130878299475,True,0.6744,0.9300157617568969,386955,386955,0,1783427224.562637
B,iid,18,1,1,44.443123795092106,True,0.6769,0.9344442342758179,386955,386955,0,1783427269.006106
B,iid,19,1,1,44.573455456178635,True,0.6733,0.9484290166854858,386955,386955,0,1783427313.5798914
B,iid,20,1,1,44.52081774082035,True,0.6876,0.9200134238243103,386955,386955,0,1783427358.1010916
B,iid,21,1,1,44.51822421094403,True,0.6789,0.9308897117614746,386955,386955,0,1783427402.619694
B,iid,22,1,1,44.69021126674488,True,0.6774,0.9236359639167786,386955,386955,0,1783427447.3102813
B,iid,23,1,1,44.36900960793719,True,0.6917,0.9025606586456298,386955,386955,0,1783427491.6796784
B,iid,24,1,1,44.366549119818956,True,0.6811,0.9045833654403687,386955,386955,0,1783427536.046579
B,iid,25,1,1,44.47590631758794,True,0.6857,0.9082713648796081,386955,386955,0,1783427580.5228322
B,iid,26,1,1,44.55616363231093,True,0.6887,0.9037525218963623,386955,386955,0,1783427625.0793333
B,iid,27,1,1,44.620053513906896,True,0.671,0.9468209056854248,386955,386955,0,1783427669.6997077
B,iid,28,1,1,44.56104654679075,True,0.7021,0.8693510728836059,386955,386955,0,1783427714.2610922
B,iid,29,1,1,44.42319943476468,True,0.7072,0.8763930685043335,386955,386955,0,1783427758.6846251
B,iid,30,1,1,44.65704813040793,True,0.7061,0.8606981865882873,386955,386955,0,1783427803.3420446
B,iid,31,1,1,44.440590830054134,True,0.7034,0.8648306131362915,386955,386955,0,1783427847.7829356
B,iid,32,1,1,44.15709468116984,True,0.7092,0.8565656580924987,386955,386955,0,1783427891.9404085
B,iid,33,1,1,44.11421207524836,True,0.7058,0.8643121106147766,386955,386955,0,1783427936.0549598
B,iid,34,1,1,44.14213393582031,True,0.7093,0.8606209482192994,386955,386955,0,1783427980.1974483
B,iid,35,1,1,44.1729244729504,True,0.7067,0.8567742510795593,386955,386955,0,1783428024.3707266
B,iid,36,1,1,44.18587209796533,True,0.7104,0.8491188725471497,386955,386955,0,1783428068.5569432
B,iid,37,1,1,44.34956383705139,True,0.7071,0.8469817914962768,386955,386955,0,1783428112.906837
B,iid,38,1,1,44.18380758492276,True,0.717,0.8413151891708374,386955,386955,0,1783428157.0909698
B,iid,39,1,1,44.434671971946955,True,0.6979,0.8742200123786926,386955,386955,0,1783428201.5259466
B,iid,40,1,1,44.31426438083872,True,0.7163,0.8349051592826843,386955,386955,0,1783428245.8405492
B,iid,41,1,1,44.60642451699823,True,0.7171,0.8247756728172302,386955,386955,0,1783428290.4472961
B,iid,42,1,1,44.496895774733275,True,0.7203,0.8180267031669617,386955,386955,0,1783428334.9444973
B,iid,43,1,1,44.2812293949537,True,0.7101,0.8418344173431397,386955,386955,0,1783428379.2260723
B,iid,44,1,1,46.16172073595226,True,0.7255,0.818452216053009,386955,386955,0,1783428425.3881297
B,iid,45,1,1,44.30953013105318,True,0.7101,0.8442883163452148,386955,386955,0,1783428469.6980035
B,iid,46,1,1,44.26938736392185,True,0.7167,0.8197667622566223,386955,386955,0,1783428513.967701
B,iid,47,1,1,44.396066138055176,True,0.7321,0.7976405839920044,386955,386955,0,1783428558.3641045
B,iid,48,1,1,44.28534742631018,True,0.7245,0.8127770147323609,386955,386955,0,1783428602.649778
B,iid,49,1,1,44.33244424406439,True,0.7254,0.808900767326355,386955,386955,0,1783428646.9825382
B,iid,50,1,1,44.30808937642723,True,0.7202,0.8097240030288696,386955,386955,0,1783428691.2909648
B,iid,51,1,1,44.39716830616817,True,0.7224,0.8170636758804322,386955,386955,0,1783428735.68849
B,iid,52,1,1,44.37666738405824,True,0.7292,0.7988827363967895,386955,386955,0,1783428780.0655198
