provincia,fecha,NO2,O3,PM_particle,CO,velmedia,prec,label_ica,split
Ponferrada,2013-12-08,7.0,76.0,22.0,0.1,0.3,0.0,2,train
Ponferrada,2013-12-09,9.0,63.0,16.0,0.1,0.6,0.0,2,train
Ponferrada,2013-12-10,10.0,61.0,21.0,0.1,0.8,0.0,2,train
Ponferrada,2013-12-11,22.0,8.0,17.0,0.1,3.1,0.0,2,train
Ponferrada,2013-12-12,31.0,29.0,31.0,0.1,1.1,0.0,1,train
Ponferrada,2013-12-13,30.0,28.0,33.0,0.1,1.1,0.0,2,train
Ponferrada,2013-12-14,15.0,40.0,20.0,0.1,0.8,0.0,2,train
Ponferrada,2013-12-15,14.0,37.0,23.0,0.1,0.6,0.0,2,train
Ponferrada,2013-12-16,21.0,30.0,23.0,0.1,1.1,0.0,1,train
Ponferrada,2013-12-17,24.0,13.0,29.0,0.1,0.3,1.0,0,train
Ponferrada,2013-12-18,19.0,14.0,20.0,0.1,0.6,18.0,0,train
Ponferrada,2013-12-19,11.0,52.0,9.0,0.1,1.7,5.2,0,train
Ponferrada,2013-12-20,13.0,47.0,15.0,0.1,0.8,0.0,0,train
Ponferrada,2013-12-21,22.0,15.0,19.0,0.1,0.8,0.0,0,train
Ponferrada,2013-12-22,22.0,9.0,22.0,0.1,0.8,0.2,0,train
Ponferrada,2013-12-23,12.0,38.0,11.0,0.1,2.2,4.0,1,train
Ponferrada,2013-12-24,3.0,77.0,4.5,0.1,3.1,53.8,0,train
Ponferrada,2013-12-25,3.0,78.0,6.0,0.1,2.2,8.4,0,train
Ponferrada,2013-12-26,7.0,62.0,9.0,0.1,1.9,1.4,0,train
Ponferrada,2013-12-27,5.0,60.0,5.0,0.1,2.8,13.8,0,train
Ponferrada,2013-12-28,3.0,70.0,9.0,0.1,2.5,3.2,0,train
Ponferrada,2013-12-29,5.0,61.0,10.0,0.1,1.4,0.0,0,train
Ponferrada,2013-12-30,10.0,30.0,14.0,0.1,1.7,4.4,0,train
Ponferrada,2013-12-31,7.0,46.0,9.0,0.1,1.9,1.0,0,train
Ponferrada,2014-01-01,2.0,61.0,7.0,0.1,2.8,6.2,0,train
Ponferrada,2014-01-02,4.0,73.0,8.0,0.1,1.4,15.8,2,train
Ponferrada,2014-01-03,7.0,60.0,8.0,0.1,2.2,11.8,2,train
Ponferrada,2014-01-04,4.0,75.0,6.0,0.1,2.2,15.4,1,train
Ponferrada,2014-01-05,3.0,63.0,9.0,0.1,1.4,3.4,1,train
Ponferrada,2014-01-06,4.0,81.0,12.0,0.1,1.1,6.8,0,train
Ponferrada,2014-01-07,3.0,61.0,8.0,0.1,1.7,0.4,0,train
Ponferrada,2014-01-08,4.5,81.0,19.5,0.1,0.8,0.0,1,train
Ponferrada,2014-01-09,17.0,85.0,23.0,0.1,0.8,0.0,0,train
Ponferrada,2014-01-10,14.0,47.0,18.0,0.1,0.6,0.0,0,train
Ponferrada,2014-01-11,12.5,40.0,19.5,0.1,1.1,0.0,0,train
Ponferrada,2014-01-12,11.0,53.0,14.0,0.1,1.1,5.6,0,train
Ponferrada,2014-01-13,7.0,64.0,6.0,0.1,1.4,9.2,0,train
Ponferrada,2014-01-14,7.0,60.0,7.0,0.1,3.1,0.0,2,train
Ponferrada,2014-01-15,8.0,59.0,7.0,0.1,1.4,10.2,1,train
Ponferrada,2014-01-16,7.0,67.0,6.0,0.1,1.7,1.2,1,train
Ponferrada,2014-01-17,4.0,62.0,7.0,0.1,1.1,0.8,2,train
Ponferrada,2014-01-18,7.0,59.0,7.0,0.1,1.4,7.0,0,train
Ponferrada,2014-01-19,3.0,66.0,8.0,0.1,2.8,1.0,1,train
Ponferrada,2014-01-20,6.0,65.0,8.0,0.1,1.9,0.6,0,train
Ponferrada,2014-01-21,15.0,41.0,11.0,0.1,0.6,11.8,0,train
Ponferrada,2014-01-22,12.0,53.0,10.0,0.1,1.7,0.0,1,train
Ponferrada,2014-01-23,8.0,59.0,15.0,0.1,1.9,0.0,0,train
Ponferrada,2014-01-24,13.0,52.0,16.0,0.1,1.1,0.0,2,train
Ponferrada,2014-01-25,5.0,53.0,8.0,0.1,2.2,0.0,1,train
Ponferrada,2014-01-26,8.0,40.0,8.0,0.1,1.9,1.8,1,train
Ponferrada,2014-01-27,4.0,75.0,7.0,0.1,3.3,5.2,0,train
Ponferrada,2014-01-28,5.0,75.0,7.0,0.1,3.9,4.6,0,train
Ponferrada,2014-01-29,9.0,64.0,9.0,0.1,2.2,0.4,0,train
Ponferrada,2014-01-30,7.0,65.0,8.0,0.1,2.2,5.4,1,train
Ponferrada,2014-01-31,13.0,57.0,9.0,0.1,1.7,7.2,1,train
Ponferrada,2014-02-01,11.0,50.5,13.0,0.1,3.1,2.0,0,train
Ponferrada,2014-02-02,8.0,62.0,8.0,0.1,1.4,4.2,2,train
Ponferrada,2014-02-03,3.0,60.0,8.0,0.1,2.2,7.6,2,train
Ponferrada,2014-02-04,7.0,68.0,7.0,0.1,1.9,11.8,1,train
Ponferrada,2014-02-05,4.0,58.0,12.0,0.1,2.2,3.4,2,train
Ponferrada,2014-02-06,8.0,67.0,14.0,0.1,3.6,5.8,0,train
Ponferrada,2014-02-07,10.0,57.0,11.0,0.1,2.2,14.6,0,train
Ponferrada,2014-02-08,3.5,60.0,9.0,0.1,3.3,4.6,0,train
Ponferrada,2014-02-09,14.5,91.0,31.0,0.1,2.2,8.6,0,train
Ponferrada,2014-02-10,15.0,63.0,20.0,0.1,3.6,4.2,1,train
Ponferrada,2014-02-11,12.5,31.0,11.0,0.1,2.2,7.4,1,train
Ponferrada,2014-02-12,14.0,29.0,15.0,0.1,0.8,5.0,1,train
Ponferrada,2014-02-13,7.0,70.0,9.0,0.1,3.3,3.0,0,train
Ponferrada,2014-02-14,4.0,58.0,6.0,0.1,3.3,9.0,0,train
Ponferrada,2014-02-15,5.0,68.0,7.0,0.1,1.7,0.2,0,train
Ponferrada,2014-02-16,5.0,59.0,7.0,0.1,0.8,0.0,0,train
Ponferrada,2014-02-17,8.0,53.0,14.0,0.1,1.1,2.0,0,train
Ponferrada,2014-02-18,10.0,41.0,11.0,0.1,1.1,0.0,0,train
Ponferrada,2014-02-19,10.0,50.0,11.0,0.1,0.8,0.0,0,train
Ponferrada,2014-02-20,7.0,55.0,7.0,0.1,2.2,1.6,0,train
Ponferrada,2014-02-21,5.0,73.0,9.0,0.1,2.5,0.4,0,train
Ponferrada,2014-02-22,7.0,64.0,13.0,0.1,1.7,0.0,0,train
Ponferrada,2014-02-23,4.0,62.0,11.0,0.1,3.1,0.0,0,train
Ponferrada,2014-02-24,5.0,71.0,10.0,0.1,2.2,0.0,0,train
Ponferrada,2014-02-25,6.0,70.0,9.0,0.1,2.5,14.2,0,train
Ponferrada,2014-02-26,6.0,78.0,10.0,0.1,2.2,2.6,0,train
Ponferrada,2014-02-27,6.0,65.0,10.0,0.1,2.5,0.2,0,train
Ponferrada,2014-02-28,3.0,79.0,12.0,0.1,5.0,8.4,1,train
Ponferrada,2014-03-01,5.0,73.5,13.0,0.1,1.9,14.4,0,train
Ponferrada,2014-03-02,7.0,64.0,8.0,0.1,3.3,1.8,2,train
Ponferrada,2014-03-03,3.0,77.0,8.0,0.1,3.1,7.6,2,train
Ponferrada,2014-03-04,5.0,71.0,8.0,0.1,1.9,2.6,2,train
Ponferrada,2014-03-05,5.0,68.0,14.0,0.1,1.9,0.0,2,train
Ponferrada,2014-03-06,6.0,62.0,15.0,0.1,0.6,0.0,1,train
Ponferrada,2014-03-07,9.0,71.0,13.0,0.1,0.6,0.0,2,train
Ponferrada,2014-03-08,4.0,65.0,12.5,0.1,1.7,0.0,0,train
Ponferrada,2014-03-09,18.0,86.0,32.0,0.1,2.5,0.0,0,train
Ponferrada,2014-03-10,15.5,62.0,24.0,0.1,1.4,0.0,1,train
Ponferrada,2014-03-11,13.0,46.0,8.0,0.1,1.7,0.0,1,train
Ponferrada,2014-03-12,16.0,28.0,15.0,0.1,1.9,0.0,0,train
Ponferrada,2014-03-13,12.0,82.0,21.5,0.1,1.9,0.0,0,train
Ponferrada,2014-03-14,13.5,86.5,25.5,0.1,1.1,0.0,0,train
Ponferrada,2014-03-15,7.0,79.0,28.0,0.1,0.6,0.0,0,train
Ponferrada,2014-03-16,5.0,70.5,17.0,0.1,1.9,0.0,0,train
Ponferrada,2014-03-17,9.0,73.0,21.0,0.1,1.4,0.0,0,train
Ponferrada,2014-03-18,9.0,59.5,24.0,0.1,1.7,0.0,0,train
Ponferrada,2014-03-19,7.0,63.0,21.0,0.1,1.4,0.0,0,train
Ponferrada,2014-03-20,5.0,73.0,26.0,0.1,1.9,0.4,0,train
Ponferrada,2014-03-21,4.0,70.0,13.0,0.1,1.1,0.4,1,train
Ponferrada,2014-03-22,2.0,84.0,10.0,0.1,3.6,2.4,0,train
Ponferrada,2014-03-23,3.0,78.0,7.0,0.1,1.9,0.2,0,train
Ponferrada,2014-03-24,7.0,56.0,13.0,0.1,2.8,3.2,0,train
Ponferrada,2014-03-25,4.0,84.0,17.0,0.1,3.9,14.4,0,train
Ponferrada,2014-03-26,4.0,80.0,7.0,0.1,1.9,0.0,1,train
Ponferrada,2014-03-27,6.0,68.0,9.0,0.1,1.7,0.0,1,train
Ponferrada,2014-03-28,8.0,63.0,15.0,0.1,2.5,4.2,1,train
Ponferrada,2014-03-29,7.0,54.0,11.0,0.1,1.9,0.2,0,train
Ponferrada,2014-03-30,4.0,56.0,10.0,0.1,0.8,0.4,0,train
Ponferrada,2014-03-31,7.0,62.0,8.0,0.1,1.4,3.0,0,train
Ponferrada,2014-04-01,3.0,76.0,9.0,0.1,1.4,1.6,1,train
Ponferrada,2014-04-02,9.0,61.0,7.0,0.1,1.1,11.6,1,train
Ponferrada,2014-04-03,8.0,67.0,9.0,0.1,1.9,1.0,1,train
Ponferrada,2014-04-04,8.0,59.0,12.0,0.1,0.8,3.6,1,train
Ponferrada,2014-04-05,3.0,63.0,13.0,0.1,1.1,0.0,2,train
Ponferrada,2014-04-06,3.0,80.0,9.0,0.1,1.9,0.0,0,train
Ponferrada,2014-04-07,6.0,57.0,13.0,0.1,1.7,0.0,1,train
Ponferrada,2014-04-08,10.0,64.0,15.5,0.1,2.2,0.0,1,train
Ponferrada,2014-04-09,11.0,63.0,21.0,0.1,1.4,0.0,0,train
Ponferrada,2014-04-10,9.0,54.0,17.0,0.1,2.5,0.2,0,train
Ponferrada,2014-04-11,8.0,59.0,8.0,0.1,0.8,0.0,0,train
Ponferrada,2014-04-12,16.0,17.0,17.0,0.1,1.4,0.0,0,train
Ponferrada,2014-04-13,5.0,69.0,16.0,0.1,1.4,0.0,0,train
Ponferrada,2014-04-14,8.0,69.0,20.0,0.1,1.1,0.0,0,train
Ponferrada,2014-04-15,8.0,63.0,21.0,0.1,1.4,0.0,0,train
Ponferrada,2014-04-16,6.0,63.0,19.0,0.1,0.6,0.0,0,train
Ponferrada,2014-04-17,5.0,67.0,17.0,0.1,0.8,0.0,0,train
Ponferrada,2014-04-18,4.0,73.0,19.0,0.1,1.4,0.0,0,train
Ponferrada,2014-04-19,6.0,57.0,18.0,0.1,1.9,2.4,0,train
Ponferrada,2014-04-20,3.0,68.0,7.0,0.1,2.5,0.0,0,train
Ponferrada,2014-04-21,4.0,58.0,8.0,0.1,2.2,0.0,0,train
Ponferrada,2014-04-22,5.0,80.0,11.0,0.1,1.7,1.6,0,train
Ponferrada,2014-04-23,3.0,78.0,9.0,0.1,2.5,1.2,0,train
Ponferrada,2014-04-24,5.0,67.0,9.0,0.1,2.2,3.0,0,train
Ponferrada,2014-04-25,7.0,67.0,8.0,0.1,1.4,4.2,0,train
Ponferrada,2014-04-26,4.0,68.0,10.0,0.1,3.1,1.7,0,train
Ponferrada,2014-04-27,3.0,82.0,14.0,0.1,3.1,0.0,0,train
Ponferrada,2014-04-28,3.5,66.0,9.5,0.1,3.3,0.0,0,train
Ponferrada,2014-04-29,7.0,51.0,10.0,0.1,1.4,0.8,1,train
Ponferrada,2014-04-30,5.0,51.0,8.0,0.1,1.7,0.0,0,train
Ponferrada,2014-05-01,3.0,59.0,8.0,0.1,2.5,0.0,0,train
Ponferrada,2014-05-02,6.0,69.0,10.0,0.1,1.7,0.0,2,train
Ponferrada,2014-05-03,6.0,63.0,10.0,0.1,1.1,0.0,1,train
Ponferrada,2014-05-04,7.0,46.0,10.0,0.1,1.9,0.0,1,train
Ponferrada,2014-05-05,7.0,61.0,15.0,0.1,1.9,0.0,2,train
Ponferrada,2014-05-06,9.0,58.0,18.0,0.1,1.7,0.0,0,train
Ponferrada,2014-05-07,4.0,36.0,6.0,0.1,2.2,0.0,0,train
Ponferrada,2014-05-08,7.0,72.0,16.0,0.1,2.5,0.0,0,train
Ponferrada,2014-05-09,13.0,55.0,21.0,0.1,2.5,0.0,0,train
Ponferrada,2014-05-10,9.5,48.0,10.0,0.1,1.9,0.0,0,train
Ponferrada,2014-05-11,10.0,44.0,11.0,0.1,2.8,0.0,0,train
Ponferrada,2014-05-12,17.0,38.0,14.0,0.1,2.5,0.0,0,train
Ponferrada,2014-05-13,7.0,75.0,16.0,0.1,2.5,0.0,0,train
Ponferrada,2014-05-14,3.0,91.0,17.0,0.1,3.6,0.0,0,train
Ponferrada,2014-05-15,4.0,102.0,19.0,0.1,3.3,0.0,0,train
Ponferrada,2014-05-16,5.0,105.0,20.0,0.1,2.8,0.0,0,train
Ponferrada,2014-05-17,4.0,108.0,16.0,0.1,1.9,0.0,0,train
Ponferrada,2014-05-18,4.0,107.0,18.5,0.1,2.5,0.0,0,train
Ponferrada,2014-05-19,5.0,92.0,17.0,0.1,2.5,0.6,0,train
Ponferrada,2014-05-20,6.0,60.0,8.0,0.1,1.7,1.6,1,train
Ponferrada,2014-05-21,6.0,76.0,7.0,0.1,2.2,10.6,0,train
Ponferrada,2014-05-22,5.0,75.0,8.0,0.1,3.3,4.0,1,train
Ponferrada,2014-05-23,3.5,80.0,11.0,0.1,2.8,1.0,1,train
Ponferrada,2014-05-24,5.0,72.0,11.0,0.1,1.9,0.0,0,train
Ponferrada,2014-05-25,4.0,83.0,10.0,0.1,2.2,0.8,0,train
Ponferrada,2014-05-26,6.0,72.0,9.0,0.1,2.2,0.0,0,train
Ponferrada,2014-05-27,8.0,53.0,11.0,0.1,1.1,4.8,1,train
Ponferrada,2014-05-28,4.0,68.0,8.0,0.1,3.3,0.4,0,train
Ponferrada,2014-05-29,8.0,52.0,7.0,0.1,1.1,2.0,0,train
Ponferrada,2014-05-30,11.0,63.0,9.0,0.1,1.9,0.0,0,train
Ponferrada,2014-05-31,7.0,67.0,11.0,0.1,1.7,0.0,0,train
Ponferrada,2014-06-01,5.0,59.0,7.0,0.1,2.5,0.0,0,train
Ponferrada,2014-06-02,5.0,64.0,7.0,0.1,2.8,0.0,1,train
Ponferrada,2014-06-03,8.0,49.0,13.0,0.1,1.9,0.0,2,train
Ponferrada,2014-06-04,4.0,44.0,9.0,0.1,3.3,0.0,2,train
Ponferrada,2014-06-05,6.0,62.0,19.0,0.1,1.4,0.0,1,train
Ponferrada,2014-06-06,6.0,67.0,15.0,0.1,1.9,3.8,2,train
Ponferrada,2014-06-07,3.0,52.0,9.0,0.1,2.2,0.2,1,train
Ponferrada,2014-06-08,5.0,47.0,13.5,0.1,2.5,0.0,0,train
Ponferrada,2014-06-09,10.0,53.0,16.0,0.1,1.9,0.0,0,train
Ponferrada,2014-06-10,20.0,34.0,12.5,0.1,1.7,0.0,1,train
Ponferrada,2014-06-11,17.0,21.0,15.0,0.1,1.7,0.0,1,train
Ponferrada,2014-06-12,10.5,39.0,11.5,0.1,2.2,0.0,1,train
Ponferrada,2014-06-13,13.5,80.0,22.5,0.1,1.9,0.0,1,train
Ponferrada,2014-06-14,12.0,80.0,19.0,0.1,2.2,0.0,0,train
Ponferrada,2014-06-15,4.0,96.0,12.0,0.1,3.1,0.0,1,train
Ponferrada,2014-06-16,6.0,92.0,15.0,0.1,2.2,0.0,1,train
Ponferrada,2014-06-17,8.0,106.0,18.0,0.1,2.2,0.0,2,train
Ponferrada,2014-06-18,10.0,99.0,19.0,0.1,1.1,0.0,1,train
Ponferrada,2014-06-19,9.0,94.0,24.0,0.1,2.5,0.0,0,train
Ponferrada,2014-06-20,9.0,85.0,32.0,0.1,1.7,0.4,0,train
Ponferrada,2014-06-21,7.0,67.0,21.0,0.1,2.2,0.0,0,train
Ponferrada,2014-06-22,10.0,61.0,15.0,0.1,1.4,3.0,0,train
Ponferrada,2014-06-23,11.0,56.0,19.0,0.1,1.7,11.8,0,train
Ponferrada,2014-06-24,14.0,49.0,14.0,0.1,0.8,0.8,1,train
Ponferrada,2014-06-25,11.0,54.0,23.0,0.1,1.4,0.6,0,train
Ponferrada,2014-06-26,4.0,69.0,13.0,0.1,1.9,0.0,1,train
Ponferrada,2014-06-27,6.0,60.0,12.0,0.1,2.2,0.0,0,train
Ponferrada,2014-06-28,5.0,63.0,9.0,0.1,2.5,1.6,0,train
Ponferrada,2014-06-29,3.0,63.0,8.0,0.1,2.5,0.0,0,train
Ponferrada,2014-06-30,5.0,53.0,12.0,0.1,1.9,1.2,0,train
Ponferrada,2014-07-01,8.0,52.0,9.0,0.1,2.2,2.6,0,train
Ponferrada,2014-07-02,5.0,72.0,9.0,0.1,1.7,0.2,1,train
Ponferrada,2014-07-03,9.0,61.0,15.0,0.1,1.1,0.0,1,train
Ponferrada,2014-07-04,5.0,53.0,9.0,0.1,2.5,0.0,1,train
Ponferrada,2014-07-05,5.0,70.0,13.0,0.1,2.5,1.8,0,train
Ponferrada,2014-07-06,6.0,70.0,11.0,0.1,3.1,6.6,0,train
Ponferrada,2014-07-07,4.0,68.0,13.0,0.1,3.1,0.0,0,train
Ponferrada,2014-07-08,5.5,45.0,10.5,0.1,2.8,0.0,1,train
Ponferrada,2014-07-09,10.0,38.0,10.0,0.1,2.2,0.0,1,train
Ponferrada,2014-07-10,10.5,68.0,13.5,0.1,1.9,0.0,1,train
Ponferrada,2014-07-11,11.0,54.0,14.5,0.1,2.2,0.0,0,train
Ponferrada,2014-07-12,6.5,52.0,8.0,0.1,1.9,0.0,1,train
Ponferrada,2014-07-13,7.0,58.0,15.0,0.1,2.8,0.0,0,train
Ponferrada,2014-07-14,7.0,54.0,17.0,0.1,1.9,0.0,2,train
Ponferrada,2014-07-15,10.0,72.0,20.0,0.1,2.2,0.0,1,train
Ponferrada,2014-07-16,10.0,90.0,25.0,0.1,2.2,0.0,1,train
Ponferrada,2014-07-17,9.0,84.0,26.0,0.1,3.6,0.0,1,train
Ponferrada,2014-07-18,7.0,69.0,17.0,0.1,1.7,1.0,2,train
Ponferrada,2014-07-19,8.0,57.0,10.0,0.1,1.9,16.6,2,train
Ponferrada,2014-07-20,4.0,50.0,10.0,0.1,1.9,0.2,1,train
Ponferrada,2014-07-21,14.0,50.0,15.0,0.1,1.7,0.0,1,train
Ponferrada,2014-07-22,11.0,79.0,18.0,0.1,1.4,0.0,1,train
Ponferrada,2014-07-23,10.0,92.0,19.0,0.1,1.9,0.0,2,train
Ponferrada,2014-07-24,12.0,79.0,27.0,0.1,2.2,0.0,1,train
Ponferrada,2014-07-25,16.0,77.0,28.0,0.1,2.2,0.0,1,train
Ponferrada,2014-07-26,14.0,90.0,27.0,0.1,1.7,0.0,0,train
Ponferrada,2014-07-27,9.0,97.0,25.0,0.1,1.9,0.0,0,train
Ponferrada,2014-07-28,8.0,80.0,20.0,0.1,1.9,0.0,0,train
Ponferrada,2014-07-29,8.0,65.0,14.0,0.1,1.7,0.0,0,train
Ponferrada,2014-07-30,13.0,79.0,12.0,0.1,1.7,0.0,0,train
Ponferrada,2014-07-31,10.0,94.0,20.0,0.1,2.5,0.0,0,train
Ponferrada,2014-08-01,9.0,46.0,14.0,0.1,2.5,0.0,1,train
Ponferrada,2014-08-02,4.0,79.0,8.0,0.1,2.8,1.2,1,train
Ponferrada,2014-08-03,7.0,72.0,14.0,0.1,2.2,0.0,1,train
Ponferrada,2014-08-04,6.0,58.0,11.0,0.1,1.7,0.0,2,train
Ponferrada,2014-08-05,5.0,65.0,15.0,0.1,1.9,0.0,1,train
Ponferrada,2014-08-06,5.0,60.0,11.0,0.1,2.2,0.0,0,train
Ponferrada,2014-08-07,5.0,67.0,10.0,0.1,2.8,0.0,1,train
Ponferrada,2014-08-08,7.5,40.0,10.0,0.1,1.1,4.0,0,train
Ponferrada,2014-08-09,12.5,45.0,15.0,0.1,1.9,0.0,0,train
Ponferrada,2014-08-10,9.5,31.0,9.0,0.1,2.2,0.4,0,train
Ponferrada,2014-08-11,13.0,36.0,11.5,0.1,2.5,0.0,1,train
Ponferrada,2014-08-12,8.5,43.0,11.0,0.1,1.7,0.8,1,train
Ponferrada,2014-08-13,5.0,71.0,12.5,0.1,2.8,0.0,1,train
Ponferrada,2014-08-14,8.0,57.0,16.5,0.1,2.2,0.0,1,train
Ponferrada,2014-08-15,7.0,69.0,15.5,0.1,1.9,0.0,1,train
Ponferrada,2014-08-16,5.5,81.0,13.0,0.1,1.7,0.0,1,train
Ponferrada,2014-08-17,6.5,88.0,13.5,0.1,1.9,0.0,1,train
Ponferrada,2014-08-18,12.0,85.0,22.0,0.1,2.5,0.0,1,train
Ponferrada,2014-08-19,11.0,74.0,20.5,0.1,1.7,0.0,0,train
Ponferrada,2014-08-20,9.5,61.0,19.5,0.1,2.2,0.0,1,train
Ponferrada,2014-08-21,10.5,59.0,20.0,0.1,2.2,0.0,0,train
Ponferrada,2014-08-22,10.0,69.0,20.0,0.1,2.8,0.0,2,train
Ponferrada,2014-08-23,9.5,70.0,15.5,0.1,1.9,0.0,2,train
Ponferrada,2014-08-24,11.0,75.0,14.0,0.1,1.7,0.0,2,train
Ponferrada,2014-08-25,9.5,69.0,19.0,0.1,2.8,0.0,2,train
Ponferrada,2014-08-26,6.5,39.0,15.5,0.1,3.1,0.0,0,train
Ponferrada,2014-08-27,8.5,42.0,13.5,0.1,1.9,0.0,0,train
Ponferrada,2014-08-28,6.5,51.0,14.0,0.1,1.7,0.0,1,train
Ponferrada,2014-08-29,13.0,58.0,20.0,0.1,1.7,0.0,0,train
Ponferrada,2014-08-30,20.0,64.0,18.0,0.1,1.9,0.0,0,train
Ponferrada,2014-08-31,16.5,86.0,20.0,0.1,1.7,0.0,1,train
Ponferrada,2014-09-01,13.0,34.0,19.5,0.1,1.1,0.0,0,train
Ponferrada,2014-09-02,4.0,65.0,6.0,0.1,1.1,2.0,2,train
Ponferrada,2014-09-03,7.0,84.0,15.0,0.1,2.2,0.0,1,train
Ponferrada,2014-09-04,10.0,61.0,15.0,0.1,2.2,0.0,1,train
Ponferrada,2014-09-05,7.0,56.0,17.0,0.1,1.9,0.0,2,train
Ponferrada,2014-09-06,6.0,61.0,12.0,0.1,1.9,0.0,1,train
Ponferrada,2014-09-07,8.0,69.0,14.0,0.1,2.2,11.4,2,train
Ponferrada,2014-09-08,4.5,51.0,9.0,0.1,2.2,0.2,1,train
Ponferrada,2014-09-09,13.0,56.0,15.0,0.1,1.4,0.0,0,train
Ponferrada,2014-09-10,10.0,47.0,13.5,0.1,1.7,0.0,1,train
Ponferrada,2014-09-11,7.5,60.0,9.0,0.1,1.1,0.0,2,train
Ponferrada,2014-09-12,14.0,50.0,12.0,0.1,1.9,0.0,1,train
Ponferrada,2014-09-13,11.5,56.0,17.0,0.1,1.7,0.0,1,train
Ponferrada,2014-09-14,16.5,46.0,15.5,0.1,1.7,5.0,1,train
Ponferrada,2014-09-15,11.5,41.0,13.5,0.1,0.8,0.2,2,train
Ponferrada,2014-09-16,7.0,68.0,10.5,0.1,4.7,0.8,2,train
Ponferrada,2014-09-17,9.0,50.0,13.0,0.1,1.4,11.2,2,train
Ponferrada,2014-09-18,15.0,39.0,18.0,0.1,1.4,0.8,1,train
Ponferrada,2014-09-19,12.0,51.0,15.5,0.1,1.1,0.0,2,train
Ponferrada,2014-09-20,9.0,59.0,13.0,0.1,1.7,0.0,2,train
Ponferrada,2014-09-21,11.5,48.0,14.0,0.1,0.8,1.8,2,train
Ponferrada,2014-09-22,14.5,31.0,16.0,0.1,1.1,9.6,2,train
Ponferrada,2014-09-23,16.0,29.0,19.0,0.1,0.8,10.2,2,train
Ponferrada,2014-09-24,20.0,46.0,31.0,0.1,1.4,0.0,2,train
Ponferrada,2014-09-25,11.0,43.0,26.0,0.1,1.4,0.0,0,train
Ponferrada,2014-09-26,16.0,47.0,24.0,0.1,0.6,0.0,1,train
Ponferrada,2014-09-27,14.0,50.0,28.0,0.1,0.8,3.6,1,train
Ponferrada,2014-09-28,14.0,44.0,15.0,0.1,1.4,4.0,0,train
Ponferrada,2014-09-29,13.0,45.0,17.0,0.1,0.8,0.0,1,train
Ponferrada,2014-09-30,17.0,43.0,19.0,0.1,0.8,0.0,1,train
Ponferrada,2014-10-01,13.0,21.0,23.0,0.1,1.1,0.0,0,train
Ponferrada,2014-10-02,5.0,77.0,10.0,0.1,0.8,0.0,2,train
Ponferrada,2014-10-03,8.0,80.0,17.5,0.1,0.8,0.0,1,train
Ponferrada,2014-10-04,8.0,59.0,17.0,0.1,1.9,0.6,1,train
Ponferrada,2014-10-05,4.0,49.0,14.0,0.1,1.4,0.0,2,train
Ponferrada,2014-10-06,8.0,63.0,16.0,0.1,0.6,0.2,1,train
Ponferrada,2014-10-07,11.0,70.0,17.0,0.1,1.4,5.6,1,train
Ponferrada,2014-10-08,4.5,50.0,9.5,0.1,1.4,40.8,2,train
Ponferrada,2014-10-09,14.0,70.0,18.5,0.1,1.1,0.2,2,train
Ponferrada,2014-10-10,11.0,36.0,13.5,0.1,0.8,0.2,0,train
Ponferrada,2014-10-11,12.0,22.0,12.0,0.1,1.4,0.6,0,train
Ponferrada,2014-10-12,23.0,11.0,25.0,0.1,0.8,2.8,0,train
Ponferrada,2014-10-13,8.0,48.0,12.0,0.1,0.8,6.0,1,train
Ponferrada,2014-10-14,11.0,47.0,12.0,0.1,1.1,5.4,2,train
Ponferrada,2014-10-15,17.0,19.0,11.5,0.1,1.1,20.4,2,train
Ponferrada,2014-10-16,14.0,37.0,10.0,0.1,1.4,16.8,2,train
Ponferrada,2014-10-17,7.0,36.0,11.5,0.1,1.4,0.2,2,train
Ponferrada,2014-10-18,4.0,51.0,12.5,0.1,2.2,0.0,2,train
Ponferrada,2014-10-19,4.5,47.0,22.0,0.1,0.8,0.0,1,train
Ponferrada,2014-10-20,12.0,37.0,37.0,0.1,0.8,0.0,2,train
Ponferrada,2014-10-21,16.0,27.0,47.0,0.1,0.8,0.0,2,train
Ponferrada,2014-10-22,14.0,39.0,29.0,0.1,1.1,0.0,2,train
Ponferrada,2014-10-23,20.0,31.0,25.0,0.1,0.6,0.0,2,train
Ponferrada,2014-10-24,24.0,8.0,37.0,0.1,0.3,0.0,2,train
Ponferrada,2014-10-25,16.0,16.0,26.0,0.1,0.6,0.0,1,train
Ponferrada,2014-10-26,9.0,30.0,25.5,0.1,0.6,0.0,1,train
Ponferrada,2014-10-27,17.0,26.0,29.0,0.1,1.1,0.0,1,train
Ponferrada,2014-10-28,18.0,23.0,30.0,0.1,0.6,0.0,1,train
Ponferrada,2014-10-29,19.0,22.0,31.0,0.1,0.8,0.0,0,train
Ponferrada,2014-10-30,18.0,23.0,33.0,0.1,0.8,0.0,2,train
Ponferrada,2014-10-31,18.0,32.0,33.0,0.1,0.6,0.0,2,train
Ponferrada,2014-11-01,12.0,18.0,23.0,0.1,0.8,0.0,0,train
Ponferrada,2014-11-02,9.0,59.0,9.0,0.1,1.1,3.4,1,train
Ponferrada,2014-11-03,10.0,85.0,18.5,0.1,1.9,23.6,0,train
Ponferrada,2014-11-04,11.0,62.0,11.0,0.1,2.5,1.2,1,train
