provincia,fecha,NO2,O3,PM_particle,CO,velmedia,prec,label_ica,split
Burgos,2019-09-16,10.5,47.5,8.0,0.2,4.2,0.4,1,test
Burgos,2019-09-17,12.5,59.0,9.0,0.2,3.1,16.6,0,test
Burgos,2019-09-18,13.0,60.0,6.0,0.2,1.9,0.0,1,test
Burgos,2019-09-19,11.0,59.5,8.0,0.2,2.8,0.0,2,test
Burgos,2019-09-20,12.5,55.0,9.0,0.2,3.9,4.0,2,test
Burgos,2019-09-21,4.0,68.0,6.0,0.1,6.1,8.4,1,test
Burgos,2019-09-22,8.5,55.5,2.0,0.2,5.0,0.0,1,test
Burgos,2019-09-23,11.5,44.5,3.0,0.2,4.4,0.0,2,test
Burgos,2019-09-24,6.5,58.0,2.0,0.1,5.6,0.0,1,test
Burgos,2019-09-25,10.5,51.0,3.0,0.2,3.1,0.0,0,test
Burgos,2019-09-26,15.0,46.5,4.0,0.2,3.3,0.0,1,test
Burgos,2019-09-27,14.5,51.5,5.0,0.2,3.6,0.0,1,test
Burgos,2019-09-28,10.0,57.5,5.0,0.2,2.5,0.0,0,test
Burgos,2019-09-29,10.5,57.5,5.0,0.2,3.9,0.0,0,test
Burgos,2019-09-30,16.0,34.0,3.0,0.2,1.9,0.0,1,test
Burgos,2019-10-01,9.5,63.0,2.0,0.2,3.9,0.0,0,test
Burgos,2019-10-02,3.0,65.5,3.0,0.2,3.1,0.0,0,test
Burgos,2019-10-03,7.5,44.0,5.0,0.3,2.2,0.0,2,test
Burgos,2019-10-04,10.0,73.5,3.0,0.5,2.2,0.0,2,test
Burgos,2019-10-05,6.0,51.0,3.0,0.2,1.9,0.0,2,test
Burgos,2019-10-06,2.5,74.5,2.0,0.2,2.5,0.0,0,test
Burgos,2019-10-07,11.0,85.5,8.0,0.3,2.2,0.0,1,test
Burgos,2019-10-08,6.0,63.0,6.0,0.1,4.4,0.0,1,test
Burgos,2019-10-09,6.0,62.0,2.0,0.1,5.0,0.0,1,test
Burgos,2019-10-10,17.0,47.5,4.0,0.2,4.2,0.0,1,test
Burgos,2019-10-11,13.0,55.5,2.0,0.3,3.3,0.0,1,test
Burgos,2019-10-12,25.0,30.0,4.0,0.4,5.6,0.0,1,test
Burgos,2019-10-13,5.0,72.0,5.0,0.2,5.3,0.0,1,test
Burgos,2019-10-14,9.0,68.5,5.0,0.2,8.6,5.2,2,test
Burgos,2019-10-15,10.0,58.5,2.0,0.2,5.0,0.0,2,test
Burgos,2019-10-16,11.0,63.0,3.0,0.2,5.6,6.8,2,test
Burgos,2019-10-17,12.0,56.0,3.0,0.2,4.7,0.4,2,test
Burgos,2019-10-18,12.0,53.5,3.0,0.2,4.7,0.0,2,test
Burgos,2019-10-19,11.0,63.0,4.0,0.2,5.0,16.0,2,test
Burgos,2019-10-20,8.0,60.5,3.0,0.2,3.1,7.0,2,test
Burgos,2019-10-21,16.5,37.5,4.0,0.2,1.7,0.0,2,test
Burgos,2019-10-22,13.5,39.0,3.0,0.2,4.2,12.4,2,test
Burgos,2019-10-23,14.0,50.0,2.0,0.2,2.8,17.6,2,test
Burgos,2019-10-24,13.5,58.0,3.0,0.2,4.2,0.2,2,test
Burgos,2019-10-25,20.0,45.0,3.0,0.3,2.2,0.0,2,test
Burgos,2019-10-26,18.0,34.5,4.0,0.3,2.5,0.0,2,test
Burgos,2019-10-27,20.0,28.5,5.0,0.4,1.4,0.0,1,test
Burgos,2019-10-28,20.0,44.0,8.0,0.3,2.2,0.0,1,test
Burgos,2019-10-29,19.0,44.0,6.0,0.3,3.1,0.0,0,test
Burgos,2019-10-30,18.0,33.5,4.0,0.3,3.6,0.2,0,test
Burgos,2019-10-31,14.0,44.5,3.0,0.2,3.6,0.4,2,test
Burgos,2019-11-01,16.0,51.5,3.0,0.2,7.5,2.2,0,test
Burgos,2019-11-02,15.5,63.5,3.0,0.2,8.3,3.8,0,test
Burgos,2019-11-03,11.5,70.0,3.0,0.3,8.6,1.4,2,test
Burgos,2019-11-04,12.0,74.0,3.0,0.5,8.3,9.2,2,test
Burgos,2019-11-05,2.5,71.5,4.0,0.2,5.0,0.2,2,test
Burgos,2019-11-06,2.5,74.5,2.0,0.2,4.2,4.4,2,test
Burgos,2019-11-07,14.0,83.0,5.0,0.3,6.7,0.0,1,test
Burgos,2019-11-08,3.0,69.5,5.0,0.1,5.6,0.0,1,test
Burgos,2019-11-09,5.0,72.5,6.0,0.1,4.4,2.8,1,test
Burgos,2019-11-10,22.0,52.5,7.0,0.3,2.8,7.8,1,test
Burgos,2019-11-11,23.0,45.0,4.0,0.3,3.6,0.2,2,test
Burgos,2019-11-12,15.0,45.5,6.0,0.3,3.6,16.0,2,test
Burgos,2019-11-13,13.0,56.5,2.0,0.2,3.9,2.0,2,test
Burgos,2019-11-14,12.0,63.0,2.0,0.2,4.7,4.0,2,test
Burgos,2019-11-15,12.0,56.0,2.0,0.3,4.4,7.6,1,test
Burgos,2019-11-16,9.0,53.0,3.0,0.3,3.9,0.0,0,test
Burgos,2019-11-17,9.0,51.5,3.0,0.3,3.9,1.8,0,test
Burgos,2019-11-18,22.0,41.5,3.0,0.3,3.9,0.0,2,test
Burgos,2019-11-19,24.0,26.5,4.0,0.4,2.8,0.0,1,test
Burgos,2019-11-20,20.0,36.5,2.0,0.3,4.7,1.2,0,test
Burgos,2019-11-21,17.0,53.5,3.0,0.3,4.7,2.6,0,test
Burgos,2019-11-22,12.0,57.5,2.0,0.3,8.6,9.6,2,test
Burgos,2019-11-23,7.0,72.0,2.0,0.3,7.5,0.0,1,test
Burgos,2019-11-24,7.0,60.0,4.0,0.3,5.0,2.8,1,test
Burgos,2019-11-25,13.0,56.0,3.0,0.3,5.6,0.2,2,test
Burgos,2019-11-26,8.0,59.5,3.0,0.2,7.8,5.0,1,test
Burgos,2019-11-27,3.0,66.5,2.0,0.3,7.2,1.8,2,test
Burgos,2019-11-28,4.0,62.0,2.0,0.3,7.2,6.2,0,test
Burgos,2019-11-29,16.0,43.5,2.0,0.3,2.8,0.8,0,test
Burgos,2019-11-30,12.0,52.5,3.0,0.3,5.6,9.6,2,test
Burgos,2019-12-01,11.0,41.5,3.0,0.1,2.8,0.0,0,test
Burgos,2019-12-02,21.0,40.0,5.0,0.3,7.5,0.0,1,test
Burgos,2019-12-03,9.0,55.5,6.0,0.2,5.6,0.0,1,test
Burgos,2019-12-04,17.0,78.0,7.0,0.5,3.6,0.0,2,test
Burgos,2019-12-05,3.0,70.0,6.0,0.2,5.3,0.0,1,test
Burgos,2019-12-06,5.5,67.0,3.0,0.2,1.9,0.0,1,test
Burgos,2019-12-07,15.0,92.0,9.0,0.3,2.2,0.0,0,test
Burgos,2019-12-08,6.0,65.0,4.0,0.1,2.5,2.2,0,test
Burgos,2019-12-09,8.5,66.0,8.0,0.1,2.5,0.0,0,test
Burgos,2019-12-10,10.0,58.0,6.0,0.2,2.8,1.4,2,test
Burgos,2019-12-11,18.0,47.0,2.0,0.2,4.7,2.0,1,test
Burgos,2019-12-12,9.0,62.0,3.0,0.3,8.1,0.8,1,test
Burgos,2019-12-13,9.0,65.5,2.0,0.3,8.6,0.0,2,test
Burgos,2019-12-14,6.0,69.0,3.0,0.3,6.7,0.0,0,test
Burgos,2019-12-15,3.0,70.0,2.0,0.3,7.5,0.0,0,test
Burgos,2019-12-16,7.0,60.0,3.0,0.3,8.9,0.0,2,test
Burgos,2019-12-17,13.0,46.5,3.0,0.4,4.2,0.0,2,test
Burgos,2019-12-18,11.0,58.5,2.0,0.3,5.8,0.6,2,test
Burgos,2019-12-19,10.0,61.0,2.0,0.3,8.6,46.4,2,test
Burgos,2019-12-20,14.0,68.0,2.0,0.3,5.8,7.0,2,test
Burgos,2019-12-21,5.0,71.5,5.0,0.3,10.8,3.0,2,test
Burgos,2019-12-22,5.0,76.0,9.0,0.3,11.1,0.6,2,test
Burgos,2019-12-23,16.0,60.0,4.0,0.4,5.6,0.0,2,test
Burgos,2019-12-24,15.0,37.5,3.0,0.3,3.3,0.0,2,test
León,2011-01-01,19.0,31.0,10.5,0.6,1.9,0.0,2,train
León,2011-01-02,18.0,74.0,16.0,0.7,2.8,0.0,1,train
León,2011-01-03,16.0,78.0,8.0,0.4,1.1,2.1,2,train
León,2011-01-04,17.0,58.0,10.5,0.4,0.8,10.0,2,train
León,2011-01-05,14.0,64.0,2.0,0.2,4.2,2.3,2,train
León,2011-01-06,11.0,73.0,6.0,0.1,5.0,7.4,2,train
León,2011-01-07,16.0,76.0,11.5,0.2,6.9,5.1,2,train
León,2011-01-08,18.0,69.0,15.5,0.2,5.8,4.2,2,train
León,2011-01-09,12.5,46.0,8.0,0.2,1.9,2.1,2,train
León,2011-01-10,16.0,72.0,15.5,0.2,1.1,1.6,2,train
León,2011-01-11,15.0,40.0,8.5,0.3,7.5,0.1,2,train
León,2011-01-12,20.0,33.0,14.0,0.3,1.4,0.0,2,train
León,2011-01-13,16.5,29.0,14.0,0.2,1.1,0.0,2,train
León,2011-01-14,15.5,36.0,14.0,0.2,1.7,0.1,2,train
León,2011-01-15,16.5,22.0,15.5,0.4,0.8,0.0,2,train
León,2011-01-16,18.5,30.0,14.5,0.3,1.1,1.3,2,train
León,2011-01-17,17.5,30.0,14.0,0.3,0.3,6.5,2,train
León,2011-01-18,17.0,32.0,15.0,0.3,1.4,3.8,2,train
León,2011-01-19,17.0,34.0,14.0,0.4,1.7,0.2,2,train
León,2011-01-20,17.0,31.0,17.0,0.5,2.5,0.0,2,train
León,2011-01-21,19.0,36.0,16.0,0.5,1.9,0.0,2,train
León,2011-01-22,16.0,52.0,15.0,0.6,3.3,0.0,2,train
León,2011-01-23,16.0,54.0,15.0,0.6,2.2,0.0,2,train
León,2011-01-24,16.0,54.0,16.0,0.9,1.9,0.0,2,train
León,2011-01-25,20.0,43.0,14.0,0.8,1.1,0.0,2,train
León,2011-01-26,20.0,38.0,16.0,0.8,0.6,0.0,2,train
León,2011-01-27,22.0,45.5,15.0,0.5,1.7,1.1,2,train
León,2011-01-28,21.0,44.0,13.0,0.3,1.7,1.8,2,train
León,2011-01-29,16.0,54.0,12.0,0.4,3.6,0.5,2,train
León,2011-01-30,16.0,69.0,14.0,0.5,4.4,0.0,1,train
León,2011-01-31,17.0,75.0,15.0,0.5,3.3,0.0,2,train
León,2011-02-01,18.0,43.0,13.5,0.5,3.1,0.0,2,train
León,2011-02-02,25.0,54.5,15.0,0.6,1.7,0.0,1,train
León,2011-02-03,18.0,75.0,11.5,0.5,1.7,0.0,2,train
León,2011-02-04,16.0,73.0,14.0,0.2,1.4,0.0,2,train
León,2011-02-05,14.0,63.5,4.0,0.3,1.7,0.0,2,train
León,2011-02-06,9.5,77.0,7.5,0.1,1.4,0.0,2,train
León,2011-02-07,15.5,85.0,11.5,0.2,1.1,0.0,2,train
León,2011-02-08,15.0,61.0,11.0,0.2,1.9,0.0,2,train
León,2011-02-09,12.5,56.0,7.5,0.2,1.4,0.0,2,train
León,2011-02-10,16.0,75.0,16.0,0.2,1.7,0.0,2,train
León,2011-02-11,13.0,49.0,5.0,0.2,1.7,0.0,2,train
León,2011-02-12,14.5,53.0,5.5,0.3,1.9,0.0,2,train
León,2011-02-13,14.0,74.0,9.0,0.3,4.4,0.7,2,train
León,2011-02-14,14.0,64.0,7.0,0.4,3.9,3.2,2,train
León,2011-02-15,15.0,52.0,8.0,0.4,3.3,1.4,2,train
León,2011-02-16,16.0,72.0,7.5,0.3,5.3,8.5,2,train
León,2011-02-17,16.0,79.0,7.5,0.4,4.7,2.8,2,train
León,2011-02-18,20.0,68.0,9.0,0.6,1.7,10.9,2,train
León,2011-02-19,16.0,59.5,7.0,0.3,3.3,0.0,2,train
León,2011-02-20,16.0,61.0,7.5,0.3,3.3,5.6,2,train
León,2011-02-21,15.0,62.5,7.5,0.2,8.6,0.0,2,train
León,2011-02-22,16.0,73.0,7.0,0.3,7.2,0.0,2,train
León,2011-02-23,17.0,50.5,10.0,0.6,1.7,0.0,2,train
León,2011-02-24,17.0,42.0,12.5,0.6,1.7,0.0,2,train
León,2011-02-25,19.0,40.0,18.5,0.6,1.7,0.0,2,train
León,2011-02-26,17.0,58.0,8.0,0.4,5.3,0.0,2,train
León,2011-02-27,16.0,87.0,6.5,0.2,6.9,0.0,1,train
León,2011-02-28,16.0,81.0,6.0,0.3,7.8,0.0,2,train
León,2011-03-01,16.0,27.0,12.0,0.4,5.3,0.0,2,train
León,2011-03-02,23.0,47.0,14.0,0.8,5.8,0.0,1,train
León,2011-03-03,19.0,85.0,16.5,0.4,5.0,0.0,2,train
León,2011-03-04,15.0,84.0,6.0,0.2,3.3,4.5,2,train
León,2011-03-05,13.0,73.5,9.5,0.2,3.1,0.0,2,train
León,2011-03-06,12.0,77.0,9.0,0.1,2.2,0.0,2,train
León,2011-03-07,15.0,86.5,15.5,0.2,2.2,0.0,2,train
León,2011-03-08,13.0,53.0,9.0,0.2,3.6,0.0,2,train
León,2011-03-09,12.5,52.0,10.0,0.1,3.3,0.0,2,train
León,2011-03-10,23.0,76.0,30.0,0.4,2.2,0.0,2,train
León,2011-03-11,13.0,65.0,4.5,0.2,3.6,0.1,2,train
León,2011-03-12,14.5,28.5,7.5,0.6,2.2,1.6,2,train
León,2011-03-13,16.0,58.5,7.0,0.2,3.6,4.9,2,train
León,2011-03-14,16.0,72.5,6.0,0.3,2.5,20.4,2,train
León,2011-03-15,17.0,67.5,5.5,0.2,3.6,1.4,2,train
León,2011-03-16,16.0,70.5,5.5,0.2,6.9,0.0,2,train
León,2011-03-17,16.0,75.5,6.0,0.2,2.8,0.0,2,train
León,2011-03-18,26.0,51.5,10.5,0.3,1.7,0.0,2,train
León,2011-03-19,23.0,55.0,10.0,0.4,2.2,0.0,2,train
León,2011-03-20,20.0,60.5,7.5,0.4,1.4,0.0,1,train
León,2011-03-21,19.0,70.5,7.0,0.4,3.3,0.0,2,train
León,2011-03-22,15.0,70.5,12.0,0.3,3.9,0.2,2,train
León,2011-03-23,13.0,84.5,9.0,0.3,3.3,0.5,2,train
León,2011-03-24,15.0,77.5,8.5,0.3,3.1,13.8,2,train
León,2011-03-25,16.0,62.0,9.0,0.3,2.2,1.6,2,train
León,2011-03-26,16.0,65.5,9.5,0.2,3.3,6.6,2,train
León,2011-03-27,12.0,80.0,5.5,0.2,7.5,2.5,2,train
León,2011-03-28,16.0,54.5,7.5,0.3,3.1,1.3,2,train
León,2011-03-29,16.0,59.0,7.0,0.2,7.2,0.0,2,train
León,2011-03-30,15.0,62.0,7.0,0.2,9.7,0.0,1,train
León,2011-03-31,16.0,44.0,9.5,0.3,1.7,0.0,2,train
León,2011-04-01,22.0,14.0,15.0,0.6,2.8,0.0,2,train
León,2011-04-02,24.0,42.0,16.0,0.7,1.9,4.1,1,train
León,2011-04-03,17.0,78.0,16.0,0.5,4.2,0.0,2,train
León,2011-04-04,16.0,72.0,8.0,0.3,2.5,0.0,2,train
León,2011-04-05,15.0,72.5,12.0,0.2,2.5,0.0,2,train
León,2011-04-06,12.0,65.0,6.0,0.1,1.9,0.0,2,train
León,2011-04-07,18.0,86.0,12.0,0.2,2.8,0.0,2,train
León,2011-04-08,13.0,47.0,11.0,0.1,2.2,0.0,2,train
León,2011-04-09,8.5,52.0,7.5,0.1,5.0,0.0,2,train
León,2011-04-10,22.5,62.0,31.0,0.3,6.4,0.0,2,train
León,2011-04-11,15.5,53.0,5.0,0.2,2.8,0.0,2,train
León,2011-04-12,16.0,29.5,9.5,0.6,1.4,0.0,2,train
León,2011-04-13,16.0,58.5,12.5,0.2,2.8,0.0,2,train
León,2011-04-14,17.0,77.0,11.5,0.3,2.2,0.0,2,train
León,2011-04-15,16.0,74.0,11.0,0.2,1.7,0.0,2,train
León,2011-04-16,14.0,70.5,11.0,0.3,3.3,0.0,1,train
León,2011-04-17,14.0,74.0,14.0,0.2,2.2,0.0,1,train
León,2011-04-18,16.0,75.0,12.0,0.2,2.8,3.1,2,train
León,2011-04-19,15.0,66.0,8.0,0.2,2.2,24.7,2,train
León,2011-04-20,16.0,60.0,5.5,0.2,2.2,28.1,2,train
León,2011-04-21,14.0,68.0,6.0,0.1,2.5,30.2,2,train
León,2011-04-22,13.0,82.0,5.0,0.2,2.8,9.0,2,train
León,2011-04-23,11.5,68.0,6.0,0.2,2.8,0.8,2,train
León,2011-04-24,11.5,83.0,8.5,0.2,5.8,0.0,2,train
León,2011-04-25,14.0,86.0,13.0,0.3,5.3,0.0,2,train
León,2011-04-26,14.0,91.0,15.0,0.3,3.6,0.0,2,train
León,2011-04-27,15.5,97.0,15.0,0.3,2.8,0.0,2,train
León,2011-04-28,15.5,84.0,20.5,0.3,1.9,2.1,2,train
León,2011-04-29,15.5,79.0,16.0,0.3,2.5,0.0,1,train
León,2011-04-30,16.0,73.5,8.0,0.2,1.9,15.9,2,train
León,2011-05-01,16.0,40.0,9.0,0.3,2.5,2.8,2,train
León,2011-05-02,21.0,44.0,16.0,0.8,3.3,0.0,2,train
León,2011-05-03,15.0,80.0,9.0,0.4,4.7,0.0,2,train
León,2011-05-04,16.0,56.0,11.0,0.3,2.2,0.0,1,train
León,2011-05-05,16.0,66.5,11.5,0.2,2.8,0.7,2,train
León,2011-05-06,10.0,80.0,9.0,0.1,1.9,0.7,2,train
León,2011-05-07,16.0,62.0,9.0,0.1,4.7,0.0,2,train
León,2011-05-08,13.5,59.0,8.0,0.1,5.3,0.0,1,train
León,2011-05-09,14.5,45.0,7.5,0.2,2.5,0.0,2,train
León,2011-05-10,21.0,56.0,20.5,0.2,2.2,0.0,2,train
León,2011-05-11,10.0,57.0,6.5,0.2,3.3,1.7,2,train
León,2011-05-12,16.0,39.0,5.5,0.3,3.6,18.1,1,train
León,2011-05-13,17.0,56.0,10.5,0.2,2.8,0.2,2,train
León,2011-05-14,14.5,72.0,5.5,0.2,7.2,0.0,2,train
León,2011-05-15,11.5,75.0,6.5,0.2,2.8,0.0,2,train
León,2011-05-16,14.0,57.0,7.5,0.2,1.4,0.0,2,train
León,2011-05-17,16.5,61.0,10.0,0.2,1.4,1.5,2,train
León,2011-05-18,13.0,70.0,6.0,0.1,5.0,0.1,2,train
León,2011-05-19,9.5,57.0,5.0,0.1,2.5,0.0,2,train
León,2011-05-20,13.0,56.0,12.0,0.1,2.5,0.0,2,train
León,2011-05-21,17.0,55.0,12.5,0.1,3.3,0.0,1,train
León,2011-05-22,15.0,58.0,13.0,0.1,1.7,0.0,1,train
León,2011-05-23,14.0,56.0,10.0,0.1,2.2,0.0,1,train
León,2011-05-24,15.0,59.0,12.0,0.1,1.9,0.0,1,train
León,2011-05-25,15.5,73.0,9.5,0.1,4.2,2.9,1,train
León,2011-05-26,17.0,60.5,8.5,0.1,2.5,0.1,2,train
León,2011-05-27,15.0,65.0,7.0,0.1,3.1,0.0,2,train
León,2011-05-28,12.0,60.0,9.0,0.1,2.2,0.0,2,train
León,2011-05-29,11.5,64.0,8.5,0.2,3.1,7.2,2,train
León,2011-05-30,9.0,63.0,2.0,0.1,3.1,0.8,2,train
León,2011-05-31,8.0,68.0,3.0,0.2,4.2,0.0,1,train
León,2011-06-01,12.5,64.0,8.0,0.2,2.2,0.0,1,train
León,2011-06-02,20.0,49.5,14.0,0.7,4.7,0.0,2,train
León,2011-06-03,21.0,78.0,9.0,0.5,3.1,0.0,2,train
León,2011-06-04,17.0,55.0,17.5,0.3,1.7,0.4,1,train
León,2011-06-05,16.0,55.5,11.0,0.2,1.9,0.0,1,train
León,2011-06-06,15.0,73.0,6.0,0.2,5.3,2.9,1,train
León,2011-06-07,12.0,68.0,5.0,0.1,4.2,1.1,2,train
León,2011-06-08,11.0,51.0,9.0,0.1,4.2,0.0,2,train
León,2011-06-09,19.0,49.0,8.5,0.2,3.1,0.0,2,train
León,2011-06-10,19.0,48.0,14.0,0.2,1.9,0.0,1,train
León,2011-06-11,11.5,69.0,5.0,0.3,3.1,0.0,1,train
León,2011-06-12,12.0,41.0,6.0,0.4,3.9,0.0,1,train
León,2011-06-13,11.0,49.0,5.5,0.2,5.6,0.0,2,train
León,2011-06-14,14.5,56.0,8.0,0.2,2.8,0.0,2,train
León,2011-06-15,14.0,59.0,9.5,0.1,4.4,0.0,1,train
León,2011-06-16,14.5,61.0,7.0,0.1,4.2,0.0,2,train
León,2011-06-17,12.5,53.0,7.0,0.1,6.9,0.0,2,train
León,2011-06-18,10.0,75.0,7.0,0.1,5.6,0.0,2,train
León,2011-06-19,11.0,56.0,8.0,0.1,5.0,0.0,2,train
León,2011-06-20,13.0,54.0,8.0,0.2,3.6,0.0,2,train
León,2011-06-21,14.0,59.0,8.0,0.2,3.9,0.0,2,train
León,2011-06-22,12.0,60.0,6.0,0.1,5.6,0.0,2,train
León,2011-06-23,15.0,67.0,8.0,0.2,3.1,0.0,2,train
León,2011-06-24,15.5,59.0,10.0,0.2,2.2,0.0,2,train
León,2011-06-25,14.0,73.0,9.5,0.2,1.7,0.0,2,train
León,2011-06-26,13.5,86.0,16.0,0.2,3.1,4.4,2,train
León,2011-06-27,16.0,78.5,23.0,0.2,4.7,0.0,2,train
León,2011-06-28,16.0,56.5,17.5,0.2,4.7,0.0,2,train
León,2011-06-29,13.0,67.5,9.5,0.1,4.4,0.0,1,train
León,2011-06-30,16.0,71.5,12.0,0.1,1.7,0.0,1,train
León,2011-07-01,14.5,69.0,9.0,0.2,2.8,0.0,1,train
León,2011-07-02,21.0,47.0,16.0,0.7,3.9,0.0,2,train
León,2011-07-03,19.0,69.0,10.5,0.4,5.3,5.5,2,train
León,2011-07-04,17.0,62.0,28.5,0.3,2.8,0.0,2,train
León,2011-07-05,14.0,61.5,7.5,0.2,5.3,0.0,2,train
León,2011-07-06,12.5,69.0,4.0,0.1,7.2,0.0,2,train
León,2011-07-07,12.0,62.5,6.5,0.1,9.4,0.0,2,train
León,2011-07-08,9.5,49.0,9.0,0.2,4.4,0.0,2,train
León,2011-07-09,19.0,55.0,9.5,0.2,4.7,0.0,2,train
León,2011-07-10,13.5,66.0,6.5,0.2,2.2,0.0,1,train
León,2011-07-11,19.5,32.0,8.0,0.6,3.6,6.7,2,train
León,2011-07-12,21.5,21.0,11.0,0.8,5.3,11.1,2,train
León,2011-07-13,13.0,81.5,7.0,0.1,7.8,0.0,2,train
León,2011-07-14,16.0,62.5,10.0,0.1,2.8,0.0,1,train
León,2011-07-15,15.0,66.5,10.0,0.2,3.6,0.0,2,train
León,2011-07-16,15.0,53.5,9.5,0.2,6.7,0.0,1,train
León,2011-07-17,12.0,60.5,5.0,0.2,6.4,0.0,1,train
León,2011-07-18,14.0,49.5,6.5,0.1,6.9,0.0,1,train
León,2011-07-19,13.0,66.0,5.5,0.2,5.0,0.0,1,train
León,2011-07-20,13.0,48.0,6.5,0.1,4.2,0.0,1,train
León,2011-07-21,12.0,53.5,5.0,0.2,4.7,0.0,2,train
León,2011-07-22,14.0,62.0,7.0,0.2,4.2,0.0,2,train
León,2011-07-23,12.0,63.0,8.5,0.1,3.6,0.0,2,train
León,2011-07-24,8.5,41.0,6.0,0.1,5.0,0.0,2,train
León,2011-07-25,8.5,53.0,8.0,0.2,5.3,0.0,2,train
León,2011-07-26,11.5,58.0,6.0,0.2,5.3,0.0,2,train
León,2011-07-27,12.5,62.0,6.5,0.2,2.5,0.0,2,train
León,2011-07-28,16.0,58.0,9.0,0.2,2.5,0.0,2,train
León,2011-07-29,18.5,70.0,11.5,0.2,1.9,0.0,1,train
León,2011-07-30,17.5,82.0,13.5,0.2,3.1,0.0,2,train
León,2011-07-31,14.5,71.0,11.5,0.2,1.9,0.0,2,train
León,2011-08-01,15.5,72.0,9.0,0.2,3.3,8.4,1,train
León,2011-08-02,19.0,50.0,18.0,0.7,3.3,0.0,2,train
León,2011-08-03,18.0,66.0,16.0,0.3,1.9,0.0,1,train
León,2011-08-04,16.0,66.0,29.0,0.3,4.4,0.0,2,train
León,2011-08-05,12.0,72.5,6.0,0.2,5.3,0.0,2,train
León,2011-08-06,14.0,74.0,8.0,0.1,6.1,0.0,2,train
León,2011-08-07,13.5,46.0,6.5,0.2,5.0,0.0,1,train
León,2011-08-08,12.5,57.0,11.0,0.2,1.7,0.0,1,train
León,2011-08-09,17.0,57.0,10.0,0.2,1.7,0.0,2,train
León,2011-08-10,11.5,56.0,6.5,0.2,1.9,0.0,2,train
León,2011-08-11,23.0,24.0,12.5,0.5,3.9,0.0,2,train
León,2011-08-12,20.0,17.0,11.5,0.7,3.1,0.0,2,train
León,2011-08-13,13.0,80.0,13.5,0.2,4.7,0.0,2,train
León,2011-08-14,8.0,37.5,13.5,0.2,2.5,0.0,1,train
León,2011-08-15,11.0,42.0,6.0,0.2,1.4,0.0,1,train
León,2011-08-16,14.5,58.0,8.0,0.2,2.8,0.0,2,train
León,2011-08-17,16.5,73.0,9.5,0.2,3.1,0.0,2,train
León,2011-08-18,16.0,67.0,10.5,0.2,3.1,0.0,2,train
León,2011-08-19,14.0,77.5,13.0,0.2,3.1,0.0,1,train
León,2011-08-20,14.0,76.5,17.5,0.2,3.6,0.2,1,train
León,2011-08-21,9.0,68.5,11.5,0.2,4.7,22.7,1,train
León,2011-08-22,12.0,77.0,6.0,0.2,4.4,0.0,2,train
León,2011-08-23,16.5,43.0,9.0,0.2,2.2,0.0,2,train
León,2011-08-24,17.0,48.5,8.0,0.2,2.8,0.0,2,train
León,2011-08-25,13.0,44.5,7.0,0.2,4.2,0.0,2,train
León,2011-08-26,11.0,57.0,6.0,0.2,7.2,0.0,2,train
León,2011-08-27,12.5,53.0,7.0,0.2,1.9,0.0,2,train
León,2011-08-28,12.0,62.5,9.0,0.2,2.8,0.0,2,train
León,2011-08-29,17.5,71.5,11.5,0.3,2.2,0.0,2,train
León,2011-08-30,18.0,59.0,10.5,0.2,3.6,0.0,2,train
León,2011-08-31,13.5,52.0,6.5,0.2,3.3,0.9,2,train
León,2011-09-01,14.5,54.0,11.0,0.4,2.2,5.4,2,train
León,2011-09-02,24.0,66.0,16.0,0.6,2.2,0.0,2,train
León,2011-09-03,20.0,67.0,18.0,0.3,3.9,0.1,2,train
León,2011-09-04,16.0,77.0,25.5,0.2,6.7,0.0,2,train
León,2011-09-05,16.0,63.0,8.5,0.2,3.1,0.0,2,train
León,2011-09-06,16.0,56.0,12.0,0.1,3.3,0.0,2,train
León,2011-09-07,14.0,49.5,5.5,0.1,2.5,0.0,2,train
León,2011-09-08,16.5,49.5,14.0,0.2,1.9,0.0,2,train
León,2011-09-09,15.0,68.0,10.5,0.3,4.4,0.0,2,train
León,2011-09-10,13.5,41.0,6.0,0.2,4.4,0.0,2,train
León,2011-09-11,18.5,34.0,8.0,0.3,8.1,0.0,0,train
León,2011-09-12,23.5,16.0,14.5,0.6,1.7,0.0,2,train
León,2011-09-13,17.5,53.0,9.0,0.2,2.8,0.0,2,train
León,2011-09-14,16.0,55.0,11.5,0.2,1.9,0.0,2,train
León,2011-09-15,18.0,63.5,14.5,0.2,2.2,0.7,2,train
León,2011-09-16,20.0,57.0,14.5,0.2,3.1,0.3,2,train
León,2011-09-17,14.5,50.0,11.0,0.2,6.1,0.0,2,train
León,2011-09-18,6.5,62.0,8.0,0.1,7.2,0.0,2,train
León,2011-09-19,16.0,50.0,9.5,0.2,2.5,0.0,2,train
León,2011-09-20,21.5,51.0,11.0,0.3,1.7,0.0,2,train
León,2011-09-21,19.0,64.0,12.5,0.2,1.1,0.0,2,train
León,2011-09-22,19.5,62.0,15.5,0.2,1.7,0.0,2,train
León,2011-09-23,18.5,62.0,15.0,0.2,3.3,0.0,2,train
León,2011-09-24,14.0,65.0,14.5,0.2,1.9,0.0,2,train
León,2011-09-25,15.0,55.0,12.5,0.2,1.9,0.0,2,train
León,2011-09-26,19.5,56.0,11.0,0.3,1.9,0.0,2,train
